unique_id,prey_1,prey_2,prey_3,prey_4,prey_5,prey_6,prey_7,prey_8,prey_9,prey_10,prey_11,prey_12,prey_13,prey_14,prey_15,prey_16,prey_17,prey_18,prey_19,prey_20,prey_21,prey_22,prey_23,prey_24,prey_25,prey_26,prey_27,prey_28,prey_29,prey_30,prey_31,prey_32,prey_33,prey_34,prey_35,prey_36,prey_37,prey_38,prey_39,prey_40,prey_41,prey_42,prey_43,prey_44,prey_45,prey_46,prey_47,prey_48,prey_49,prey_50,prey_51,prey_52,prey_53,prey_54,prey_55,prey_56,prey_57,prey_58,prey_59,prey_60
F0250,0.17,0,0.86,0.12,0,0.64,0.66,0,0.96,0.85,0.57,0,0,0,0.24,0.34,0.84,0,0.88,0.81,0.08,0.23,0.73,1,0.16,0,0,0,0.95,0.04,0,0.94,0,0.02,0.2,0.22,0.18,0.56,0,0,0,0.44,0.76,0,0.88,0.92,0,0.94,0,0.34,0.85,0.94,0,0.07,0.65,0,0,0,0.36,0
F0251,0.89,0.42,0.49,0.61,0.34,0.7,0.28,0,0.2,0,0.38,0,0.18,0.38,0.63,0.06,0,0.4,0,0,0.31,0,0.78,0,0.9,0,0.36,0.39,0.91,0,0,0.07,0,0.9,0.72,0,0.04,0,0,0.08,0,0.93,0.64,0,0.15,0.2,0,0,0,0.31,0.6,0.6,0.08,0.74,0.59,0.5,0,0.28,0.84,0.87
F0252,0,0.12,0,0.13,0.02,0,0.64,0.97,0.98,0.76,0.68,0.83,0.15,0.56,0.19,0.76,0.94,0.88,0.73,0.13,0.93,0.97,0.34,0,0,0,0.06,0.95,0.16,0.38,0,0.47,0,0,0.04,0,0.08,0,0.73,0,0.99,0.42,0.89,0.93,0,0.24,0.88,0.71,0,0.32,0.22,0.54,0,0.03,0,1,0.48,0.18,0.74,0.13
F0253,0.31,0,0.52,0.51,0.87,0,0.78,0,0,0.77,0.25,1,0.98,0.51,0.77,0,0,0.2,0.44,0,0,0.84,0,0,0.84,0.54,0.08,0.48,0.1,0.62,0,0,0,0.76,0.08,0,0.16,0,0.29,0,0.32,0.48,0.64,0,0.49,0.7,0.02,0.47,0.15,0,0.13,0.79,0.74,0,0.97,0,0.55,0.71,0.23,0.76
F0254,0.27,0.3,0.88,0.52,0.83,0.01,0,0.35,0,0,0.86,0.47,0,0.25,0.29,0.2,0.62,0.63,1,0.7,0.42,0.96,0.46,0.44,0.58,0.13,0.99,0.18,0,0,0,0.57,0.49,0.42,0.81,0,0.31,0.13,0,0.15,0.55,0,0.4,0.38,0.22,0,0.66,0.04,0.57,0.52,0.39,0.5,0.76,0.31,0.31,0,0.36,0,0.9,0.1
F0255,0,0.45,0,0.02,0,0.37,0.89,0.43,0.13,0.39,0.42,0.23,0.73,0,0.78,0.42,0.61,0.59,0.99,0,0.34,0.24,0.93,0.77,0.57,0,0.69,0,0,0,0,0.77,0,0.73,0.16,0.59,0,0,0.09,0,0.75,0.78,0.29,0.48,0.51,0,0.88,0.82,0,0.03,0.14,0.63,0.84,0.08,0,0.79,0.72,0.57,0.9,0.9
F0256,0.67,0,0,0,0.53,0.83,0,0.63,0,0,0,0,0.58,0,0.42,0.71,0.75,0.23,0.04,0.85,0,0,0,0,0,0,0.47,0.43,0.99,0,0.62,0.59,0.91,0,0.43,0.6,0.53,0,0.03,0,0,0,0,0.32,0.74,0.85,0,0,0,0,0.69,0.52,0.78,0.33,0,0.24,0.2,0.45,0.43,0.65
F0257,0,0.47,0.16,0,0.61,0.24,0.37,0,0.65,0.1,0.48,0.07,0,0,0.2,0.8,0.57,0,0,0,0.87,0,0.74,0.72,0,0.7,0.6,0.19,0,0,0.44,0.27,0.87,0.1,0.16,0,0,0.83,0.37,0.1,0.16,0.08,0,0.51,0.73,0.04,0,0,0.8,0.57,0.68,0,0.82,0.46,0.46,0.87,0,0.38,0.96,0.1
F0258,0.09,0.65,0,0.92,0.22,0.76,0,0.64,0,0.08,0.97,0.64,0.54,0.67,0.72,0,0.56,0,0.39,0,0.98,0.26,0.08,0.8,0,0.98,0.61,0,0.82,0,0.31,0.17,0.14,0.64,0.41,0,0.75,0.7,0.25,0,0.05,0.5,0.18,0,0,0.67,0.02,0.63,0,0,0.37,0,0,0,0.5,0,0.05,0.57,0.93,0
F0259,0.21,0.82,0.86,0,0.17,0.02,0.2,0,0.84,0.04,0,0.89,0.64,0,0.09,0.1,0,0,0.43,0.41,0.84,0.73,0.57,0.41,0.28,0.83,0,0.88,0,0.5,0.59,0,0.14,0.84,0.3,0.84,0,0,0.04,0.17,0.16,0.5,0,0,0,0.24,0.55,0,0,0.57,0,0.91,0.77,0.93,0.27,0,0.92,0.26,0.87,0
F0260,0.57,0.18,0,0.14,0.19,0,0.89,0.9,0.98,0.19,0.67,0.57,0.65,0,0.7,0,0,0,0.53,0,0.55,0,0.88,0.95,0,0.2,0.24,0.88,0.8,0.78,0.84,0.38,0,0.35,0.53,0.86,0,0.34,0,0.13,0,0,0.88,0.56,0.42,0.22,0.71,0,0.22,0.21,0.7,0.55,0.08,0.32,0.36,0.79,0.59,0.26,0,0.15
F0261,0,0.68,0.59,0.5,0.81,0,0.21,0,0.28,0,0.53,0,0,0.39,0,0,0,0,0.6,0.39,0.33,0,0.34,0.46,0.95,0,0.19,0.68,0,0,0.58,0.75,0.34,0.26,0,0,0.91,0.6,0.64,0.1,0.38,0,0.71,0.52,0.73,0.83,0.11,0,0,0,0.67,0.91,0,0.03,0,0.54,0,0,0.72,0.29
F0262,0,0,0.52,0.55,0.48,0.77,0,0,0,0.37,0,0.33,0.34,0,0.11,0.72,0,0,0.47,0,0.8,0,0,0.9,0.97,0,0.05,0,0.9,0.33,0.61,0.43,0,0,0.14,0,0.21,0,0,0,0,0,0.03,0,0,0,0.42,0.59,0.06,0.43,0.87,0,0.94,0.99,0.03,0,0.8,0.55,0.4,0.08
F0263,0.3,0.97,0.92,0.91,0.45,0.48,0.73,0.27,0.84,0.18,0,0.29,0.79,0.19,0,0,0,0.78,0.35,0.65,0.1,0,0,0.34,0.45,0.7,0,0,0.64,0.48,0,0,0.38,0,0.75,0.14,0,0.31,0.25,0.06,0,0.95,0,0.63,0.47,0.09,0.53,0,0,0.08,0,0.75,0,0.75,0.09,0.36,0,0.55,0,0.41
F0264,0.47,0.09,0.13,0,0,0.82,0.84,0.42,0,0,0,0,0,0.84,0.45,0.23,0,0.29,0,0.3,0.96,0.46,0.34,0.67,0.27,0,0,0.98,0.75,0.58,0.6,0,0.75,0,0.65,0.32,0.1,0,0.84,0.52,0.17,0,0,0.62,0.41,0.22,0,0.39,0.22,0.49,0.94,0.29,0.8,0.71,0.4,0.27,0,0.51,0.35,0
F0265,0.29,0.45,0.74,0,0.76,0.1,0.22,0,0.56,0,0,0.26,0,0.76,0.86,0,0.99,0.75,0.44,0,0.83,0.47,0.52,0.52,0.31,0,0.57,0.32,0.57,0,0.56,0.41,0.7,0.42,0.62,0.39,0.92,0.62,0,0.57,0.94,0.69,0.71,0.27,0,0.65,0.23,0.03,0.95,0.67,0.58,0.92,0.86,0,0.74,0,0,0.94,0,0
F0266,0,0.95,0.13,0.46,0.9,0.53,0.06,0,0.49,0,0.72,0.76,0.93,0.68,0.21,0.11,0,0.94,0.56,0,0,0.04,0.95,0,0.29,0.92,0.56,0.9,0.04,0,0.34,0,0.38,0.17,0.54,0,0.59,0.16,0.95,0.6,0.37,0.06,0.32,0.61,0,0.35,0,0,0.5,0.82,0,0.74,0,0,0.9,0.11,0.76,0.44,0.96,0
F0267,0.27,0,0.49,0,0.31,0.75,0.6,0.39,0,0,0,0.44,0,0,0.55,0,0.95,0.99,0.42,0.6,0,0,0.52,0,0,0.62,0.29,0.6,0,0.66,0.92,0,0,0.69,0.67,0.83,0,0.33,0,0,0.25,0.1,0,0.48,0.6,0.87,0.66,0,0,0.08,0.1,0.95,0,0.43,0.38,0.36,0,0.2,0.22,0.43
F0268,0.95,0,0.29,0.12,0.41,0,0,0,0,0,0.27,0.43,0,0.41,0.26,0,0,0.89,0.79,0,0.37,0,0,0.38,0,0,0.76,0,0,0,0.79,0.17,0.08,0,0,0.64,0.77,0.95,0.19,0.44,0,0.49,0,0.14,0.86,0.4,0,0,0,0,0.23,0.21,0,0.14,0.83,0,0,0,0.34,0
F0269,0,0,0,0.71,0.06,0.23,0.95,0.61,0.05,0,0.21,0,0.95,0.94,0.04,0,0.99,0.96,0,0,0.19,0.46,0.45,0,0,0,0,0.37,0,0.8,0,1,0.07,0.88,0,0.39,0.11,0,0.85,0.85,0.89,0.42,0,0.97,0.39,0.66,0,0.96,0,0,0,0.92,0.85,0.29,0,0.83,0,0,0.72,0.16
F0270,0.21,0.92,0,0,0,0,0,0,0.78,0.02,0,0.78,0.9,0.33,0.63,0.79,0,0,0,0.4,0,0.58,0.78,0,0,0,0.39,0,0,0.46,0.61,0.56,0,0.24,0.76,0.19,0,0.88,0.53,0.92,0.5,0.48,0.29,0.44,0,0.78,0.21,0.88,0,0,0.38,0.4,0.76,0.42,0,0.67,0.22,0.52,0.64,0.63
F0271,0,0.64,0.06,0.27,0.11,0.28,0.42,0,0.05,0.27,0,0.76,0.19,0.06,0.78,0,0.29,0.98,0,0.68,0.28,0.69,0,0,0.63,0.54,0.72,0.19,0,0.73,0,0.66,0,0.33,0.93,0,0,0.43,0,0,0.9,0.15,0.79,0.25,0.84,0.3,0,0.14,0,0.19,0.28,0.57,0.8,0.67,0,0.65,0,0.75,0,0.52
F0272,0.17,0.16,0.61,0.04,0.67,0.95,0.91,0.2,0,0,0,0,0,0.84,0.27,0.44,0.67,0,0.15,0.08,0.83,0.79,0,0.31,0.68,0,0.51,0.17,0,0.07,0.83,0.7,0.02,0,0.11,0.83,0.54,0.03,0,0,0,0.83,0.79,0.72,0.03,0.7,0.56,0,0,0,0,0.83,0.66,0,0.92,0.64,0,0,0.92,0.96
F0273,0,0.96,0.69,0.35,0.21,0,0.93,0.43,0.2,0,0.43,0,0,0.17,0.54,0,0.77,0.62,0.12,0,0.87,0.27,0.66,0.88,0.02,0.99,0,0.93,0.47,0.27,0,0.21,0,0,0.49,0.93,0.73,0,0.77,0.35,0,0.6,0.47,0.56,0,0,0.03,0.79,0,0.41,0.85,0.37,0.08,0.1,0.66,0.63,0.61,0.17,0,0.75
F0274,0,0,0.89,0,0,0.29,0.27,0,0.5,0,0,0,0.45,0.94,0.1,0.84,0,0,0.36,0.23,0.56,0.06,0.89,0,0.34,0,0,0.15,0,0.82,0.72,0.87,0,0.3,0,0.37,0.13,0.7,0.48,0.88,0.16,0.89,0.76,0.27,0,0.93,0.38,0,0,0.55,0.55,0.54,0,0.03,0.45,0.14,0,0.32,0.96,0.48
F0275,0.72,0,0,0,0,0.62,0.91,0.33,0,0.9,0.63,0.81,0.77,0.46,0,0.72,0.79,0,0.06,0.2,0.77,0.98,0,0.19,0,0.9,0.34,0.08,0.69,0.21,0.82,0,0.73,0.36,0.47,0.16,0.61,0,0,0.97,0.24,0.91,0.86,0.73,0.87,0,0.32,0.6,0.63,0.62,0,0,0.97,0.25,0.63,0.31,0,0.16,0.67,0.99
F0276,0,0.31,0.19,0,0,0.15,0.63,0,0.16,0.5,0.2,0,0.52,0.66,0.11,0,0.93,0.21,0.52,0.84,0,0.27,0.42,0,0.06,0,0.08,0.14,0,0.15,0.49,0.89,0,0,0.86,0,0,0.35,0.38,0.72,0.12,0,0,0.56,0,0.98,0,0.68,0,0.62,0.69,0.07,0.62,0.1,0.27,0.29,0,0.22,0,0.8
F0277,0.02,0,0,0,0,0.46,0,0.81,0.9,0,0,0,0.39,0,0,0,0.12,0.24,0,0,0,0,0.46,0,0,0.22,0.64,0.5,0.72,0.87,0.08,0.46,0.29,0,0,0,0.13,0,0.83,0.68,0,0.77,0.8,0.92,0.37,0,0.66,0.53,0,0.37,0,0.72,0.91,0.25,0.29,0.97,0,0.91,0.97,0.55
F0278,0.58,0.64,0,0,0.96,0.04,0.5,0.55,0.31,0,0.12,0,0,0,0.65,0.84,0.56,0.88,0.13,0.38,0,0,0,0,0.88,0.11,0,0.26,0.11,0.02,0,0.71,0,0,0,0,0,0,0.8,0.56,0.03,0.72,0.51,0.96,0,0,0.82,0.83,0.05,0.56,0,0.94,0.23,0,0,0.17,0.38,0,0,0.3
F0279,0.72,0,0,0.44,0.03,0.34,0.62,0,0.42,0.13,0,0.92,0.85,0.15,0.95,0,0.73,0.27,0.79,0,0,0.13,0.75,0,0.98,0.11,0.84,0.99,0.87,0.81,0.26,0.17,0.08,0.63,0.15,0.88,0,0,0.29,0,0.11,0.18,0,0.28,0.28,0.66,0.08,0.65,0,0.69,0.42,0.36,0.91,0,0.94,0.5,0,0,0,0
F0280,0.63,0.17,0.32,0.45,0.07,0,0.5,0.85,0,0.28,0.61,0.65,0,0.96,0,0.48,0,0,0,0,0.61,0.15,0.99,0,0,0.14,0.47,0.85,0,0.6,0.39,0,0.4,0.35,0,0.22,0.09,0,0,0.72,0,0.17,0.3,0.24,0.18,0,0.92,0.22,0.17,0.48,0.83,0.19,0.52,0.3,0,0.35,0.53,0,0.88,0
F0281,0.97,0.89,0.5,0.81,0.99,0.41,0.38,0.72,0.99,0.23,0.24,0.23,0,0,0.3,0.4,0.16,0,0,0,0.49,0.62,0.13,0,0.69,0.67,0,0.49,0,0,0,0.61,0.89,0,0.75,0.79,0,0,0.18,0.41,0.45,0,0,0,0.02,0.24,0,0.57,0.33,0.91,0,0.91,0,0.68,0.63,0,0.63,0.97,0.45,0.9
F0282,0.37,0.12,0,0,0.11,0.77,0.59,0.53,0,0.86,0.27,0.79,0,0.15,0.65,0,0.72,0.44,0.94,0.31,0.86,0,0,0.05,0.8,0.38,0.39,0.71,0,0,0.95,0.92,0.37,0.7,0.35,0.22,0.98,0.91,0.06,0.3,0,0,0.33,0.9,0.81,0.6,0,0.43,1,0.34,0.1,0.92,0.11,0,0,0.59,0.76,0,0.99,0.11
F0283,0.57,0.16,0.11,0,0,0.55,0,0.18,0.33,0,0.91,0.3,0.09,0.15,0.63,0.7,0.68,0,0,0.76,0.67,0,0,0.43,0,0.08,0.02,0,0,0,0.61,0.34,0.68,0.93,0.02,0.17,0,0.69,0.7,0.1,0,0.99,0,0.94,0.66,0,0.74,0.38,0.7,0.01,0,0,0.41,0,0.87,0.06,0.05,0,0.53,0.47
F0284,0.8,0.18,0,0,0.63,0.82,0,0.19,0.43,0,0.08,0,0,0.57,0.02,0,0.39,0.51,0,0,0,0,0.83,0.61,0.29,0.4,0,0.36,0,0.82,0.56,0.65,0,0,0,0,0.16,0.29,0.69,0,0.79,0,0.22,0.68,0,0.08,0.71,0,0.48,0.11,0,0.45,0,0,0.11,0.78,0.57,0.59,0.26,0.63
F0285,0,0,0.33,0.53,0.93,0,0,0.44,0.82,0,0,0.11,0.48,0.88,0,0.38,0.97,0.87,0.25,0,0.06,0.49,0,0.93,0,0,0.72,0,0.04,0.3,0.89,0.53,0,0,0.49,0.5,0,0.77,0.43,0.69,0,0.65,0.24,0,0.16,0.46,0.12,0.03,0.07,0.43,0,0.84,0.06,0,0.97,0.41,0.47,0,0,0.75
F0286,0,0,0.96,0.68,0.77,0.73,0.8,0.87,0.47,0.75,0,0,0,0,0.84,0.11,0.64,0.37,0.1,0,0,0.23,0.22,0.14,0.97,0.59,0,0,0.12,0.51,0.06,0.81,0.48,0.37,0.66,0.12,0.78,0.96,0.66,0,0.93,0,0.24,0.89,0,0,0.32,0.9,0.34,0,0.22,0.09,0.08,0,0,0.51,0.5,0,0.3,0.19
F0287,0.88,0,0.42,0.01,0.21,0,0,0.68,0.58,0,0.84,0,0,0.86,0,0.08,0.43,0.11,0.66,0.55,0.5,0,0.74,0,0,0.54,0,0.05,0.4,0.2,0.54,0.87,0.29,0.62,0,0,0,0,0.13,0,0,0.5,0.73,0.14,0,0.81,0.31,0.44,0.4,0.8,0.56,0.88,0,0.7,0,0.21,0.61,0,0.24,0.43
F0288,0.11,0.6,0,0,0,0,0.31,0,0.37,0.12,0.36,0,0,0,0.25,0.97,0,0,0,0,0.29,0,0.52,0.25,0,0,0.49,0.17,0,0,0.64,0.77,0.92,0.32,0.96,0,0.02,0,0,0.48,0,0.37,0.48,0.05,0.97,0.77,0.03,0.81,0,0,0.85,0,0.52,0.75,0.77,0,0.93,0,0.89,0.99
F0289,0.67,0,0.69,0,0,0,0.18,0.66,0,0.39,0.71,0.96,0,0,0,0.52,0.61,0,0,0.3,0.77,0,0.66,0,0,0,0.2,0,0,0.37,0.44,1,0,0,0,0.76,0.39,0,0.64,0.08,0.61,0.86,0,0.52,0,0,0.57,0,0,0.64,0.49,0,1,0.17,0,0,0,0.49,0.47,0
F0290,0.75,0.85,0.97,0,0.99,0.91,0,0,0.87,0.55,0.93,0,0,0,0.44,0.89,0.25,0.1,0,0.01,0.2,0,0.13,0,0,0,0.68,0,0.8,0,0.81,0,0.48,0,0,0.06,0,0,0.75,0.89,0,0,0.75,0,0,0.38,0.13,0,0,0.18,0.72,0.77,0.72,0,0,0,0.75,0.38,0.14,0.62
F0291,0.29,0.35,0.83,0.57,0,0.41,0.15,0.43,0.56,0,0.4,0,0.81,0.58,0.37,0,0.29,0.19,0.59,0.36,0.12,0.53,0.01,0.17,0,0.31,0.48,0.6,0.82,0.35,0,0,0,0.62,0.44,0.53,0,0.02,0,0.6,0.05,0.88,0.74,0.16,0,0.91,0.15,0.08,0,0,0.8,0,0.4,0.68,0,0.66,0.27,0.64,0.63,0.99
F0292,0.11,0,0,0.28,0.18,0.33,0,0.62,0,0.05,0.14,0,0.65,0.07,0.78,0.91,0,0.42,0.31,0,0.39,0.55,0,0.85,0.06,0.61,0.64,0.71,0,0.28,0.64,0.4,0.39,0,0.43,0.85,0,0,0.11,0.11,0.81,0,0.14,0,0.22,0.49,0,1,0.44,0.42,0.84,0,0,0.49,0.87,0.71,0.94,0.01,0.76,0.92
F0293,0.1,0.83,0.35,0.82,0.2,0.97,0.52,0,0,0.42,0.62,0.38,0.84,0.16,0.94,0,0.29,0.34,0.69,0.39,0,0,0.87,0.4,0.06,0,0.7,0,0.72,0.65,0.14,0.88,0.24,0.59,0.06,0.79,0.64,0.81,0.31,0.94,0,0.09,0,0,0.56,0.74,0.88,0.24,0.98,0,0,0.24,0,0.59,0.3,0.87,0.87,0.87,0.14,0.65
F0294,0.47,0.46,0.96,0.26,0.41,0,0.51,0,0.47,0,0.61,0.86,0.8,0.71,0,0.15,0,0.91,0.38,0.69,0.14,0.87,0.75,0.47,0,0,0.51,0,0,0,0.53,0.65,0,0.82,0.17,0.41,0.12,0.04,0,0.81,0,0.36,0,0.81,0.96,0,0,0.79,0.65,0.53,0,0,0.29,0,0.23,0.13,0.69,0.64,0.34,0.28
F0295,0,0.4,0.29,0,0.28,0.94,0.07,0.1,0.08,0.13,0,0.97,0,0.62,0.65,0,0,0.71,0.59,0.47,0.7,0,0.35,0.45,0.52,0.88,0,0,0,0.89,0.09,0.87,0.63,0,0.33,0,0,0,0,0.8,0,0,0.2,0,0.6,0.51,0,0.49,0,0.89,0,0.92,0.26,0.5,0,0.31,0,0,0.35,0.98
F0296,0,0.47,0.14,0.77,0,0.79,0,0.99,0.19,0,0,0.92,0,0.46,0,0,0.99,0.68,0.61,0.16,0,0,0.54,0.29,0.02,0,0,0.42,0.45,0,0,0.9,0,0.3,0.09,0.56,0,0.66,0.96,0.66,0.94,0,0.02,0.67,0,0.93,0.94,0.09,0.21,0.51,0.42,0.45,0.18,0.68,0.1,0.16,0,0.47,0,0
F0297,0.69,0.04,0.04,0.35,0.43,0.46,0,0.14,0.38,0,0.25,0.62,0.9,0,0,0.51,0.57,0.18,0.35,0.49,0.9,0.79,0,0.93,0,0.18,0.93,0.76,0.55,1,0,0,0.84,0.46,0.14,0.9,0.97,0.88,0.87,0,0.33,0.51,0.01,0.43,0,0,0,0.86,0.44,0.02,0,0.56,0.92,0.32,0,0,0.5,0.1,0,0.9
F0298,0.22,0.4,0.56,0,0,0,0.49,0.12,0.9,0.87,0,0.31,0.54,0.02,0,0.06,0.75,0.97,0,0.59,0.46,0,0.93,0.01,0,0.49,0.82,0.07,0,0.21,0.1,0,0,0.87,0,0,0.34,0.7,0.3,0.75,0.72,0.32,0.08,0.37,0.04,0,0,0.31,0.96,0.89,0.91,0,0.91,0,0,0.04,0.83,0,0.29,0.83
F0299,0.09,0.88,0,0.27,0,0.65,0,0.72,0,0,0.22,0.23,0,0.84,0.99,0.25,0.91,0,0.77,0.93,0.95,0,0.27,0.61,0.02,0.22,0,0,0.08,0,0.47,0,0.04,0,0.61,0.92,0.3,0.13,0.32,0.63,0,0.84,0.61,0,0.52,0,0,0,0.77,0.21,0,0.16,0.03,0,0.39,0.51,0,0.05,0,0
F0300,0,0.45,0.93,0,0.27,0.54,0.52,0.01,0,0.61,0,0.92,0.73,0,0,0.91,0,0.43,0.07,0.24,0,0,0.53,0.31,0,0,0.98,0.92,0.34,0.23,0,0.4,0.48,0.17,0.85,0,0.82,0,0,0.71,0,0.89,0.58,0.83,0.44,0.93,0,0.97,0.78,0,0,0,0,0.22,0.2,0.31,0,0.71,0,0.73
F0301,0.42,0.51,0.18,0.43,0.05,0.27,0.93,0,0.2,0,0.64,0,0,0,0.02,0,0.15,0.71,0.93,0,0,0,0,0.69,0,0.49,0,0,0,0.45,0.08,0.69,0.72,0,0.64,0,0,0.47,0.31,0,0.06,0.9,0,0.69,0,0.05,0.73,0,0.83,0,0,0,0.78,0,0.25,0,0.92,0,0.84,0
F0302,0,0,0.39,0.52,0.53,0,0.69,0.58,0.46,0.86,0,0.56,0.69,0.09,0.68,0.53,0.59,0,0.96,0.99,0.88,0.04,0.17,0.83,0,0,0,0.82,0.03,0,0.87,0,0,0.95,0,0,0,0,0,0,0.81,0,0,0.44,0.5,0.96,0.49,0,0.82,0.22,0,0.42,0,0,0.99,0,0.67,0.1,0.66,0.3
F0303,0,0.73,0.23,0.19,0.67,0.79,0.43,0.41,0.09,0.28,0.94,0.86,0.82,0.87,0,0.19,0.23,0.76,0,0.25,0,0,0.46,0.04,0.32,0,0,0.03,0,0.66,0.65,0.42,0,0.6,0.39,0.94,0.12,0.33,0.22,0,0.24,0.71,0.1,0.38,0,0.55,0.39,0.64,0.26,0.02,0.1,0.83,0.53,0.72,0.85,0.26,0.89,0,0,0.21
F0304,0.7,0.22,0,0.82,0.92,0.84,0.48,0.64,0.59,0.94,0.5,0.02,0.54,0.44,0,0.24,0.8,0.68,0,0.63,0.98,0,0.87,0,0,0,0.81,0.95,0.82,0,0.69,0,0.84,0.64,0.99,0.12,0,0,0,0,0.25,0.34,0.57,0.94,0.32,0,0.85,0.62,0,0,0.93,0.93,0.38,0,0.04,0.04,0,0.14,0.55,0.29
F0305,0,0.92,0.08,0,0,0,0,0.83,0.3,0,0,0.94,0,0,0.68,0.92,0.36,0,0,0,0,0,0.6,0.96,0,0.09,0,0,0.02,0,0,0.96,0.27,0.74,0,0.95,0.35,0.27,0,0,0.55,0,0.68,0,0.08,0.48,0,0,0.89,0,0.03,0.98,0,0.4,0.39,0.95,0.38,0.22,0.08,0
F0306,0,0,0,0.68,0,0,0.11,0,0.61,0.77,0.59,0,0.14,0,0.44,0.81,0,0.23,0,0.3,0.81,0,0.31,0.74,0.5,0.43,0,0,0.88,0.53,0.45,0,0.69,0.04,0.79,0.25,0.58,0.62,0,0,0.84,0.8,0.23,0,0.09,0.93,0.44,0,0,0.02,0.86,0,0,0.15,0,0.1,0.43,0.61,0.65,0
F0307,0.78,0.4,0.71,0,0.48,0.94,0.27,0,0.84,0.04,0,0,0.61,0.37,0.24,0,0,0,0,0,0,0.03,0,0.73,0,0.87,0,0.85,0.74,0.65,0,0.86,0,0.46,0.25,0.1,0.19,0.17,0,0.37,0.59,0.43,0.48,0,0.05,0,0.9,0,0,0.41,0.45,0.83,0,0.54,0.15,0.18,0.14,0.18,0,0.02
F0308,0.2,0.96,0,0.96,0,0.56,0,0,0.78,0.65,0.73,0.64,0.4,0.88,0.02,0.24,0.22,0.28,0,0,0.77,0,0.02,0.88,0.99,0.69,0.46,0.43,0.22,0.18,0,0,0.3,0,0,0,0.53,0.37,0.56,0.36,0,0.69,0.6,0.13,0.02,0,0.72,0.99,0.1,0.25,0.27,0.41,0,0,0.23,0.76,0.62,0,0.69,0
F0309,0.6,0.11,0.07,0.98,0.88,0.35,0.76,0,0.49,0.12,0,0.97,0.12,0.83,0.5,0,0,0.32,0.45,0.8,0.44,0.85,0.79,0.38,0.09,0,0,0.28,0.91,0.96,0.35,0.58,0,0.09,0.03,0,0.67,0.84,0.58,0.78,0.24,0.67,0,0,0.58,0.27,0,0,0.23,0,0.36,0,0.66,0.92,0.22,0.92,0.05,0.95,0.96,0.56
F0310,0.72,0.48,0.9,0,0,0.67,0,0.27,0.95,0,0,0.01,0,0.48,0.47,0.68,0,0.15,0,0,0.92,0,0.93,0.33,0,0.66,0.89,0,0,0.83,0.29,0.07,0.32,0.89,0,0,0,0.95,0.29,0.57,0.52,0.33,0,0.91,0,0.14,0.43,0.24,0.08,0.27,0.2,0.56,0.99,0,0.07,0,0.85,0.23,0.75,0
F0311,0,0.04,0.03,0.35,0.22,0,0,0.78,0.82,0,0.42,0.9,0.48,0.77,0.83,0.07,0.4,0.32,0.79,0,0.92,0.54,0.89,0,0.35,1,0.26,0,0.07,0.4,0.77,0.48,0.05,0.4,0,0,0,0,0.86,0,0.45,0,0.64,0.04,0,0,0.37,0.9,0.2,0,0.57,0.27,0.74,0.6,0,0.58,0.59,0.3,0,0.32
F0312,0.22,0.7,0,0.74,0.96,0.76,0,0.53,0.02,0,0.93,0,0,0.45,0.07,0.15,0,0,0,0,0.87,0,0,0.24,0.53,0,0.52,0.95,0,0.87,0,0.88,0.89,0.1,0,0.4,0.69,0.74,0,0.14,0.27,0.72,0,0.32,0.75,0.85,0.85,0,0.05,0,0.8,0,0,0,0.65,0,0,0.25,0.96,0.3
F0313,0.56,0,0.37,0.48,0,0,0,0,0.66,0.58,0,0.41,0.88,0.15,0.88,0,0.13,0,0.32,0.8,0,0.17,0.37,0.24,0.79,0.31,0,0,0,0,0,0.54,0.33,0,0,0.47,0.62,0.89,0,0.59,0.43,0,0.32,0.38,0.2,0,0,0.47,0.12,0,0.14,0,0.86,0.61,0,0.89,0.16,0.66,0.46,0
F0314,0.8,0.59,0.22,0,0.94,0,0,0,0.57,0.52,0.65,0,0.7,0.3,0.11,0.56,0.7,0,0,0.35,0.94,0,0.47,0,0.54,0.65,0.14,0.75,0.26,0.4,0.47,0.49,0.68,0,0,0,0.97,0.8,0,0.88,0,0.24,0.32,0,0.01,0.36,0.94,0.89,0.92,0.92,0,0.81,0.93,0.29,0,0.99,0.67,0,0.77,0.54
F0315,0,0.13,0,0.06,0.27,0,0.86,0.11,0.67,0.39,0.52,0,0.99,0,0,0.96,0.53,0,0.78,0.77,0,0.81,0,0.51,0,0.87,0,0,0.07,1,0,0.63,0.98,0,0,0,0.13,0,0.41,0.18,0.13,0,0.74,0,0.54,0.65,0.87,0,0.13,0,0.36,0,0.06,0.78,0,0.66,0.48,0.95,0.14,0.33
F0316,0,0,0.88,0.9,0.16,0,0.08,0,0.4,0,0.22,0.37,0,0,0.13,0.93,0.79,0.92,0.98,0.29,0,0.41,0.25,0,0.95,0.49,0,0,0.12,0,0.89,0.83,0.06,0.57,0,0.77,0.35,0,0,0.05,0.37,0,0.77,0.03,0.14,0,0.66,1,0.59,0.72,0.78,0.25,0.41,0.1,0,0.1,0,0.68,0.58,0
