"scenario_name","prey_item","stomachs_with_prey","total_stomachs","frequency_occurrence","total_volume_item","total_volume_all","volume_percentage","fo_times_v","iai"
"species=Cichla_ocellaris__sex=M__region=valley","prey_26",8,16,50,3.07,312.43,0.982620106903947,49.1310053451973,0.731688424665288
"species=Cichla_ocellaris__sex=M__region=valley","prey_9",7,16,43.75,2.87,312.43,0.918605767691963,40.1890023365234,0.598518748026288
"species=Cichla_ocellaris__sex=M__region=valley","prey_34",6,16,37.5,2.66,312.43,0.85139071151938,31.9271516819768,0.475478308536564
"species=Cichla_ocellaris__sex=M__region=valley","prey_39",5,16,31.25,1.47,312.43,0.470505393208079,14.7032935377525,0.218970273668154
"species=Geophagus_brasiliensis__sex=F__region=montain","prey_38",20,20,100,10.6,383.22,2.76603517561714,276.603517561714,4.21847732866913
"species=Geophagus_brasiliensis__sex=F__region=montain","prey_51",17,20,85,10.19,383.22,2.65904702259799,226.018996920829,3.44701333794978
"species=Geophagus_brasiliensis__sex=F__region=montain","prey_57",15,20,75,9.47,383.22,2.47116538802777,185.337404102082,2.82657879498797
"species=Geophagus_brasiliensis__sex=F__region=montain","prey_12",17,20,85,8.02,383.22,2.09279265174051,177.887375397944,2.71295848580542
"species=Geophagus_brasiliensis__sex=F__region=montain","prey_49",16,20,80,8.09,383.22,2.11105892176818,168.884713741454,2.57565898784402
"species=Geophagus_brasiliensis__sex=F__region=montain","prey_45",17,20,85,7.48,383.22,1.95188142581285,165.909921194092,2.53029045808286
"species=Geophagus_brasiliensis__sex=F__region=montain","prey_28",15,20,75,8.36,383.22,2.18151453473201,163.613590104901,2.49526913686372
"species=Geophagus_brasiliensis__sex=F__region=montain","prey_42",15,20,75,8.22,383.22,2.14498199467669,160.873649600752,2.45348233313634
"species=Geophagus_brasiliensis__sex=F__region=montain","prey_55",14,20,70,8.78,383.22,2.29111215489797,160.377850842858,2.44592091150948
"species=Geophagus_brasiliensis__sex=F__region=montain","prey_34",16,20,80,7.6,383.22,1.98319503157455,158.655602525964,2.41965492059512
"species=Geophagus_brasiliensis__sex=F__region=montain","prey_39",14,20,70,8.53,383.22,2.22587547622775,155.811283335943,2.37627623863051
"species=Geophagus_brasiliensis__sex=F__region=montain","prey_54",15,20,75,7.38,383.22,1.92578675434476,144.434006575857,2.20276151077204
"species=Geophagus_brasiliensis__sex=F__region=montain","prey_58",15,20,75,7.15,383.22,1.86576900996816,139.932675747612,2.13411176179134
"species=Geophagus_brasiliensis__sex=F__region=montain","prey_17",14,20,70,7.46,383.22,1.94666249151923,136.266374406346,2.07819703870851
"species=Geophagus_brasiliensis__sex=F__region=montain","prey_21",14,20,70,7.35,383.22,1.91795835290434,134.257084703304,2.04755338264176
"species=Geophagus_brasiliensis__sex=F__region=montain","prey_53",14,20,70,6.98,383.22,1.82140806847242,127.498564793069,1.94447926678088
"species=Geophagus_brasiliensis__sex=F__region=montain","prey_35",15,20,75,6.51,383.22,1.69876311257241,127.407233442931,1.9430863733233
"species=Geophagus_brasiliensis__sex=F__region=montain","prey_16",12,20,60,8.08,383.22,2.10844945462137,126.506967277282,1.92935642352716
"species=Geophagus_brasiliensis__sex=F__region=montain","prey_43",14,20,70,6.91,383.22,1.80314179844476,126.219925891133,1.92497875837477
"species=Geophagus_brasiliensis__sex=F__region=montain","prey_1",12,20,60,8.01,383.22,2.09018318459371,125.410991075622,1.91264170203621
"species=Geophagus_brasiliensis__sex=F__region=montain","prey_48",12,20,60,7.9,383.22,2.06147904597881,123.688742758729,1.88637571112186
"species=Geophagus_brasiliensis__sex=F__region=montain","prey_52",14,20,70,6.66,383.22,1.73790511977454,121.653358384218,1.8553340854958
"species=Geophagus_brasiliensis__sex=F__region=montain","prey_6",13,20,65,7.06,383.22,1.84228380564689,119.748447367048,1.82628230766629
"species=Geophagus_brasiliensis__sex=F__region=montain","prey_33",14,20,70,6.47,383.22,1.68832524398518,118.182767078962,1.80240413410778
"species=Geophagus_brasiliensis__sex=F__region=montain","prey_30",13,20,65,6.58,383.22,1.71702938260007,111.606909869005,1.70211580516206
"species=Geophagus_brasiliensis__sex=F__region=montain","prey_40",14,20,70,5.93,383.22,1.54741401805751,108.318981264026,1.6519716406892
"species=Geophagus_brasiliensis__sex=F__region=montain","prey_15",12,20,60,6.91,383.22,1.80314179844476,108.188507906685,1.64998179289266
"species=Geophagus_brasiliensis__sex=F__region=montain","prey_32",12,20,60,6.88,383.22,1.79531339700433,107.71880382026,1.64281834082511
"species=Geophagus_brasiliensis__sex=F__region=montain","prey_27",12,20,60,6.86,383.22,1.79009446271071,107.405667762643,1.63804270611341
"species=Geophagus_brasiliensis__sex=F__region=montain","prey_10",14,20,70,5.78,383.22,1.50827201085538,105.579040759877,1.61018483696182
"species=Geophagus_brasiliensis__sex=F__region=montain","prey_18",13,20,65,6.08,383.22,1.58655602525964,103.126141641877,1.57277569838683
"species=Geophagus_brasiliensis__sex=F__region=montain","prey_7",13,20,65,5.82,383.22,1.51870987944262,98.7161421637702,1.50551884286371
"species=Geophagus_brasiliensis__sex=F__region=montain","prey_24",12,20,60,6.13,383.22,1.59960336099369,95.9762016596211,1.46373203913633
"species=Geophagus_brasiliensis__sex=F__region=montain","prey_5",12,20,60,6.1,383.22,1.59177495955326,95.5064975731956,1.45656858706878
"species=Geophagus_brasiliensis__sex=F__region=montain","prey_37",11,20,55,6.5,383.22,1.6961536454256,93.2884504984082,1.42274117452756
"species=Geophagus_brasiliensis__sex=F__region=montain","prey_59",12,20,60,5.95,383.22,1.55263295235113,93.1579771410678,1.42075132673102
"species=Geophagus_brasiliensis__sex=F__region=montain","prey_22",11,20,55,6.3,383.22,1.64396430248943,90.4180366369188,1.37896452300364
"species=Geophagus_brasiliensis__sex=F__region=montain","prey_14",11,20,55,6.25,383.22,1.63091696675539,89.7004331715464,1.36802036012265
"species=Geophagus_brasiliensis__sex=F__region=montain","prey_25",13,20,65,5.17,383.22,1.34909451490006,87.6911434685037,1.33737670405591
"species=Geophagus_brasiliensis__sex=F__region=montain","prey_20",13,20,65,5.16,383.22,1.34648504775325,87.5215281039612,1.3347899019204
"species=Geophagus_brasiliensis__sex=F__region=montain","prey_46",10,20,50,6.4,383.22,1.67005897395752,83.5029486978759,1.27350258978691
"species=Geophagus_brasiliensis__sex=F__region=montain","prey_13",13,20,65,4.77,383.22,1.24471582902771,80.9065288868013,1.23390461863572
"species=Geophagus_brasiliensis__sex=F__region=montain","prey_11",10,20,50,5.8,383.22,1.513490945149,75.67454725745,1.15411172199438
"species=Geophagus_brasiliensis__sex=F__region=montain","prey_36",10,20,50,5.75,383.22,1.50044360941496,75.0221804707479,1.14416248301167
"species=Geophagus_brasiliensis__sex=F__region=montain","prey_26",11,20,55,5.22,383.22,1.3621418506341,74.9178017848755,1.14257060477444
"species=Geophagus_brasiliensis__sex=F__region=montain","prey_2",11,20,55,5.18,383.22,1.35170398204687,74.3437190125776,1.13381527446966
"species=Geophagus_brasiliensis__sex=F__region=montain","prey_3",10,20,50,5.34,383.22,1.3934554563958,69.6727728197902,1.06257872335345
"species=Geophagus_brasiliensis__sex=F__region=montain","prey_56",11,20,55,4.85,383.22,1.26559156620218,69.60753614112,1.06158379945518
"species=Geophagus_brasiliensis__sex=F__region=montain","prey_23",10,20,50,5.27,383.22,1.37518918636814,68.7594593184072,1.04864978877766
"species=Geophagus_brasiliensis__sex=F__region=montain","prey_50",12,20,60,4.37,383.22,1.14033714315537,68.4202285893221,1.04347618450665
"species=Geophagus_brasiliensis__sex=F__region=montain","prey_47",10,20,50,5.14,383.22,1.34126611345963,67.0633056729816,1.02278176742261
"species=Geophagus_brasiliensis__sex=F__region=montain","prey_29",12,20,60,4.05,383.22,1.05683419445749,63.4100516674495,0.967066029119433
"species=Geophagus_brasiliensis__sex=F__region=montain","prey_4",10,20,50,4.84,383.22,1.26298209905537,63.1491049527686,0.963086333526348
"species=Geophagus_brasiliensis__sex=F__region=montain","prey_8",10,20,50,4.58,383.22,1.19513595323835,59.7567976619174,0.911350290816255
"species=Geophagus_brasiliensis__sex=F__region=montain","prey_60",11,20,55,3.97,383.22,1.03595845728302,56.9777151505663,0.86896653274991
"species=Geophagus_brasiliensis__sex=F__region=montain","prey_44",9,20,45,4.55,383.22,1.18730755179792,53.4288398309065,0.814842672683966
"species=Geophagus_brasiliensis__sex=F__region=montain","prey_19",11,20,55,3.7,383.22,0.96550284431919,53.1026564375555,0.809868053192611
"species=Geophagus_brasiliensis__sex=F__region=montain","prey_9",9,20,45,4.35,383.22,1.13511820886175,51.0803193987788,0.77902541234621
"species=Geophagus_brasiliensis__sex=F__region=montain","prey_31",8,20,40,4.46,383.22,1.16382234747665,46.5528938990658,0.709977693806201
"species=Geophagus_brasiliensis__sex=F__region=montain","prey_41",12,20,60,2.97,383.22,0.775011742602161,46.5007045561296,0.709181754687584
"species=Geophagus_brasiliensis__sex=F__region=plains","prey_15",14,18,77.7777777777778,8.89,365.2,2.43428258488499,189.3330899355,2.85340260121372
"species=Geophagus_brasiliensis__sex=F__region=plains","prey_31",16,18,88.8888888888889,7.72,365.2,2.11391018619934,187.903127662164,2.83185191468679
"species=Geophagus_brasiliensis__sex=F__region=plains","prey_40",13,18,72.2222222222222,8.91,365.2,2.43975903614458,176.204819277108,2.65554895788675
"species=Geophagus_brasiliensis__sex=F__region=plains","prey_33",15,18,83.3333333333333,7.55,365.2,2.06736035049288,172.28002920774,2.59639920124902
"species=Geophagus_brasiliensis__sex=F__region=plains","prey_17",13,18,72.2222222222222,8.69,365.2,2.37951807228916,171.854082998661,2.58997984781547
"species=Geophagus_brasiliensis__sex=F__region=plains","prey_19",13,18,72.2222222222222,8.56,365.2,2.34392113910186,169.283193379579,2.55123446459153
"species=Geophagus_brasiliensis__sex=F__region=plains","prey_29",14,18,77.7777777777778,7.79,365.2,2.13307776560789,165.906048436169,2.50033816236837
"species=Geophagus_brasiliensis__sex=F__region=plains","prey_37",14,18,77.7777777777778,7.65,365.2,2.0947426067908,162.924424972618,2.45540268833351
"species=Geophagus_brasiliensis__sex=F__region=plains","prey_36",15,18,83.3333333333333,6.92,365.2,1.89485213581599,157.904344651333,2.37974602286665
"species=Geophagus_brasiliensis__sex=F__region=plains","prey_42",13,18,72.2222222222222,7.81,365.2,2.13855421686747,154.451137884873,2.32770340753036
"species=Geophagus_brasiliensis__sex=F__region=plains","prey_47",14,18,77.7777777777778,7.21,365.2,1.97426067907996,153.553608372886,2.31417691279538
"species=Geophagus_brasiliensis__sex=F__region=plains","prey_26",13,18,72.2222222222222,7.61,365.2,2.08378970427163,150.495923086285,2.26809512564738
"species=Geophagus_brasiliensis__sex=F__region=plains","prey_35",13,18,72.2222222222222,7.51,365.2,2.05640744797371,148.51831568699,2.23829098470589
"species=Geophagus_brasiliensis__sex=F__region=plains","prey_23",12,18,66.6666666666667,8.06,365.2,2.20700985761227,147.133990507484,2.21742808604685
"species=Geophagus_brasiliensis__sex=F__region=plains","prey_44",14,18,77.7777777777778,6.71,365.2,1.83734939759036,142.904953145917,2.15369307695659
"species=Geophagus_brasiliensis__sex=F__region=plains","prey_60",13,18,72.2222222222222,7.16,365.2,1.960569550931,141.596689789461,2.13397649141068
"species=Geophagus_brasiliensis__sex=F__region=plains","prey_45",13,18,72.2222222222222,6.98,365.2,1.91128148959474,138.036996470731,2.08032903771599
"species=Geophagus_brasiliensis__sex=F__region=plains","prey_2",14,18,77.7777777777778,6.46,365.2,1.76889375684556,137.580625532433,2.07345115903719
"species=Geophagus_brasiliensis__sex=F__region=plains","prey_49",13,18,72.2222222222222,6.59,365.2,1.80449069003286,130.324327613484,1.96409288804418
"species=Geophagus_brasiliensis__sex=F__region=plains","prey_10",13,18,72.2222222222222,6.5,365.2,1.77984665936473,128.54448095412,1.93726916119684
"species=Geophagus_brasiliensis__sex=F__region=plains","prey_13",12,18,66.6666666666667,6.83,365.2,1.87020810514786,124.680540343191,1.87903645504962
"species=Geophagus_brasiliensis__sex=F__region=plains","prey_1",13,18,72.2222222222222,6.2,365.2,1.69769989047097,122.611658756237,1.84785673837237
"species=Geophagus_brasiliensis__sex=F__region=plains","prey_14",12,18,66.6666666666667,6.65,365.2,1.82092004381161,121.394669587441,1.82951572856222
"species=Geophagus_brasiliensis__sex=F__region=plains","prey_28",13,18,72.2222222222222,6.13,365.2,1.67853231106243,121.227333576731,1.82699383971333
"species=Geophagus_brasiliensis__sex=F__region=plains","prey_50",11,18,61.1111111111111,7.13,365.2,1.95235487404162,119.310575635877,1.79810674926235
"species=Geophagus_brasiliensis__sex=F__region=plains","prey_27",12,18,66.6666666666667,6.52,365.2,1.78532311062432,119.021540708288,1.79375075943244
"species=Geophagus_brasiliensis__sex=F__region=plains","prey_38",11,18,61.1111111111111,7.07,365.2,1.93592552026287,118.30655957162,1.78297541616898
"species=Geophagus_brasiliensis__sex=F__region=plains","prey_54",12,18,66.6666666666667,6.32,365.2,1.73055859802848,115.370573201898,1.73872773000199
"species=Geophagus_brasiliensis__sex=F__region=plains","prey_34",12,18,66.6666666666667,6.2,365.2,1.69769989047097,113.179992698065,1.70571391234373
"species=Geophagus_brasiliensis__sex=F__region=plains","prey_43",11,18,61.1111111111111,6.58,365.2,1.80175246440307,110.107095046854,1.65940286257311
"species=Geophagus_brasiliensis__sex=F__region=plains","prey_11",12,18,66.6666666666667,6.03,365.2,1.65115005476451,110.076670317634,1.65894433732785
"species=Geophagus_brasiliensis__sex=F__region=plains","prey_20",12,18,66.6666666666667,5.95,365.2,1.62924424972618,108.616283315078,1.63693512555567
"species=Geophagus_brasiliensis__sex=F__region=plains","prey_32",12,18,66.6666666666667,5.93,365.2,1.62376779846659,108.25118656444,1.63143282261263
"species=Geophagus_brasiliensis__sex=F__region=plains","prey_4",11,18,61.1111111111111,6.21,365.2,1.70043811610077,103.915662650602,1.56609297516398
"species=Geophagus_brasiliensis__sex=F__region=plains","prey_16",11,18,61.1111111111111,6.09,365.2,1.66757940854326,101.907630522088,1.53583030897724
"species=Geophagus_brasiliensis__sex=F__region=plains","prey_46",11,18,61.1111111111111,5.89,365.2,1.61281489594743,98.5609103078982,1.48539253199933
"species=Geophagus_brasiliensis__sex=F__region=plains","prey_52",12,18,66.6666666666667,5.19,365.2,1.42113910186199,94.7426067907996,1.42784761371999
"species=Geophagus_brasiliensis__sex=F__region=plains","prey_12",10,18,55.5555555555556,6.22,365.2,1.70317634173056,94.6209078739199,1.42601351273898
"species=Geophagus_brasiliensis__sex=F__region=plains","prey_53",11,18,61.1111111111111,5.51,365.2,1.50876232201533,92.2021419009371,1.38956075574131
"species=Geophagus_brasiliensis__sex=F__region=plains","prey_21",11,18,61.1111111111111,5.37,365.2,1.47042716319825,89.859437751004,1.35425431185678
"species=Geophagus_brasiliensis__sex=F__region=plains","prey_57",10,18,55.5555555555556,5.85,365.2,1.60186199342826,88.9923329682366,1.34118634236704
"species=Geophagus_brasiliensis__sex=F__region=plains","prey_30",12,18,66.6666666666667,4.73,365.2,1.29518072289157,86.3453815261044,1.30129464602997
"species=Geophagus_brasiliensis__sex=F__region=plains","prey_59",10,18,55.5555555555556,5.61,365.2,1.53614457831325,85.3413654618474,1.2861633129366
"species=Geophagus_brasiliensis__sex=F__region=plains","prey_51",11,18,61.1111111111111,5,365.2,1.36911281489595,83.6680053547524,1.26094442444765
"species=Geophagus_brasiliensis__sex=F__region=plains","prey_22",11,18,61.1111111111111,4.83,365.2,1.32256297918949,80.8232931726908,1.21807231401643
"species=Geophagus_brasiliensis__sex=F__region=plains","prey_25",11,18,61.1111111111111,4.66,365.2,1.27601314348302,77.9785809906292,1.17520020358521
"species=Geophagus_brasiliensis__sex=F__region=plains","prey_8",10,18,55.5555555555556,5.12,365.2,1.40197152245345,77.8873068029694,1.17382462784945
"species=Geophagus_brasiliensis__sex=F__region=plains","prey_56",10,18,55.5555555555556,4.94,365.2,1.3526834611172,75.1490811731776,1.13255735577662
"species=Geophagus_brasiliensis__sex=F__region=plains","prey_41",10,18,55.5555555555556,4.85,365.2,1.32803943044907,73.7799683582816,1.1119237197402
"species=Geophagus_brasiliensis__sex=F__region=plains","prey_24",11,18,61.1111111111111,4.2,365.2,1.1500547645126,70.281124497992,1.05919331653603
"species=Geophagus_brasiliensis__sex=F__region=plains","prey_55",9,18,50,5.07,365.2,1.38828039430449,69.4140197152245,1.0461253470463
"species=Geophagus_brasiliensis__sex=F__region=plains","prey_39",9,18,50,4.59,365.2,1.25684556407448,62.842278203724,0.947083894071498
"species=Geophagus_brasiliensis__sex=F__region=plains","prey_3",10,18,55.5555555555556,4.11,365.2,1.12541073384447,62.5228185469149,0.942269378996334
"species=Geophagus_brasiliensis__sex=F__region=plains","prey_7",8,18,44.4444444444444,4.79,365.2,1.31161007667032,58.2937811853474,0.878534369906071
"species=Geophagus_brasiliensis__sex=F__region=plains","prey_58",8,18,44.4444444444444,4.78,365.2,1.30887185104053,58.1720822684678,0.876700268925056
"species=Geophagus_brasiliensis__sex=F__region=plains","prey_5",8,18,44.4444444444444,4.55,365.2,1.24589266155531,55.3730071802361,0.834515946361717
"species=Geophagus_brasiliensis__sex=F__region=plains","prey_18",9,18,50,3.1,365.2,0.848849945235487,42.4424972617744,0.639642717128898
"species=Geophagus_brasiliensis__sex=F__region=plains","prey_6",9,18,50,3.1,365.2,0.848849945235487,42.4424972617744,0.639642717128898
"species=Geophagus_brasiliensis__sex=F__region=plains","prey_48",8,18,44.4444444444444,3.15,365.2,0.862541073384447,38.3351588170865,0.57774180901965
"species=Geophagus_brasiliensis__sex=F__region=plains","prey_9",7,18,38.8888888888889,2.87,365.2,0.785870755750274,30.5616405013995,0.460588608857332
"species=Geophagus_brasiliensis__sex=F__region=pothole","prey_28",14,16,87.5,8.72,319.22,2.73165841739239,239.020111521834,3.57678604912807
"species=Geophagus_brasiliensis__sex=F__region=pothole","prey_52",13,16,81.25,8.39,319.22,2.62828143600025,213.54786667502,3.19560988186762
"species=Geophagus_brasiliensis__sex=F__region=pothole","prey_14",13,16,81.25,7.22,319.22,2.26176304742811,183.768247603534,2.74997656103506
"species=Geophagus_brasiliensis__sex=F__region=pothole","prey_19",12,16,75,6.99,319.22,2.18971242403358,164.228431802519,2.45757547346709
"species=Geophagus_brasiliensis__sex=F__region=pothole","prey_25",13,16,81.25,6.42,319.22,2.01115218344715,163.406114905081,2.44527001687605
"species=Geophagus_brasiliensis__sex=F__region=pothole","prey_43",12,16,75,6.76,319.22,2.11766180063906,158.824635047929,2.37671104444028
"species=Geophagus_brasiliensis__sex=F__region=pothole","prey_12",11,16,68.75,7.09,319.22,2.2210387820312,152.696416264645,2.28500609413088
"species=Geophagus_brasiliensis__sex=F__region=pothole","prey_22",12,16,75,6.29,319.22,1.97042791805025,147.782093853769,2.21146634164635
"species=Geophagus_brasiliensis__sex=F__region=pothole","prey_59",11,16,68.75,6.79,319.22,2.12705970803834,146.235354927636,2.18832036377274
"species=Geophagus_brasiliensis__sex=F__region=pothole","prey_30",11,16,68.75,6.76,319.22,2.11766180063906,145.589248793935,2.17865179073692
"species=Geophagus_brasiliensis__sex=F__region=pothole","prey_55",12,16,75,6.17,319.22,1.9328362884531,144.962721633983,2.1692762047628
"species=Geophagus_brasiliensis__sex=F__region=pothole","prey_27",12,16,75,6.16,319.22,1.92970365265334,144.727773949001,2.1657603600225
"species=Geophagus_brasiliensis__sex=F__region=pothole","prey_21",10,16,62.5,7.2,319.22,2.25549777582858,140.968610989286,2.10950684417776
"species=Geophagus_brasiliensis__sex=F__region=pothole","prey_41",12,16,75,5.99,319.22,1.87644884405739,140.733663304304,2.10599099943747
"species=Geophagus_brasiliensis__sex=F__region=pothole","prey_37",12,16,75,5.95,319.22,1.86391830085834,139.793872564376,2.09192762047628
"species=Geophagus_brasiliensis__sex=F__region=pothole","prey_3",11,16,68.75,6.24,319.22,1.95476473905144,134.390075809786,2.01106319144947
"species=Geophagus_brasiliensis__sex=F__region=pothole","prey_58",11,16,68.75,6.17,319.22,1.9328362884531,132.882494831151,1.98850318769923
"species=Geophagus_brasiliensis__sex=F__region=pothole","prey_45",12,16,75,5.61,319.22,1.75740868366644,131.805651274983,1.97238889930621
"species=Geophagus_brasiliensis__sex=F__region=pothole","prey_50",13,16,81.25,5.17,319.22,1.61957270847691,131.590282563749,1.9691660416276
"species=Geophagus_brasiliensis__sex=F__region=pothole","prey_24",11,16,68.75,6.09,319.22,1.90777520205501,131.159545141282,1.96272032627039
"species=Geophagus_brasiliensis__sex=F__region=pothole","prey_29",12,16,75,5.44,319.22,1.70415387507048,127.811540630286,1.91261953872117
"species=Geophagus_brasiliensis__sex=F__region=pothole","prey_20",11,16,68.75,5.61,319.22,1.75740868366644,120.821847002068,1.80802315769736
"species=Geophagus_brasiliensis__sex=F__region=pothole","prey_1",12,16,75,5.1,319.22,1.59764425787858,119.823319340893,1.7930808175511
"species=Geophagus_brasiliensis__sex=F__region=pothole","prey_34",11,16,68.75,5.48,319.22,1.71668441826953,118.02205375603,1.76612600787549
"species=Geophagus_brasiliensis__sex=F__region=pothole","prey_54",11,16,68.75,5.39,319.22,1.68849069607167,116.083735354928,1.73712028876805
"species=Geophagus_brasiliensis__sex=F__region=pothole","prey_18",13,16,81.25,4.4,319.22,1.37835975189524,111.991729841489,1.67588599287455
"species=Geophagus_brasiliensis__sex=F__region=pothole","prey_32",11,16,68.75,5.16,319.22,1.61644007267715,111.130254996554,1.66299456216013
"species=Geophagus_brasiliensis__sex=F__region=pothole","prey_2",10,16,62.5,5.64,319.22,1.76680659106572,110.425411941608,1.65244702793925
"species=Geophagus_brasiliensis__sex=F__region=pothole","prey_8",10,16,62.5,5.63,319.22,1.76367395526596,110.229622204123,1.64951715732233
"species=Geophagus_brasiliensis__sex=F__region=pothole","prey_10",10,16,62.5,5.51,319.22,1.72608232566882,107.880145354301,1.61435870991937
"species=Geophagus_brasiliensis__sex=F__region=pothole","prey_46",10,16,62.5,5.47,319.22,1.71355178246977,107.096986404361,1.60263922745172
"species=Geophagus_brasiliensis__sex=F__region=pothole","prey_31",10,16,62.5,5.29,319.22,1.65716433807406,103.572771129628,1.54990155634727
"species=Geophagus_brasiliensis__sex=F__region=pothole","prey_51",9,16,56.25,5.86,319.22,1.83572457866048,103.259507549652,1.54521376336021
"species=Geophagus_brasiliensis__sex=F__region=pothole","prey_47",11,16,68.75,4.69,319.22,1.46920619008834,101.007925568573,1.5115202512657
"species=Geophagus_brasiliensis__sex=F__region=pothole","prey_15",10,16,62.5,5.1,319.22,1.59764425787858,99.8527661174112,1.49423401462591
"species=Geophagus_brasiliensis__sex=F__region=pothole","prey_49",11,16,68.75,4.6,319.22,1.44101246789048,99.0696071674707,1.48251453215826
"species=Geophagus_brasiliensis__sex=F__region=pothole","prey_11",10,16,62.5,5.03,319.22,1.57571580728025,98.4822379550153,1.47372492030752
"species=Geophagus_brasiliensis__sex=F__region=pothole","prey_13",10,16,62.5,4.9,319.22,1.53499154188334,95.9369713677088,1.43563660228764
"species=Geophagus_brasiliensis__sex=F__region=pothole","prey_36",11,16,68.75,4.41,319.22,1.38149238769501,94.9776016540317,1.42128023626477
"species=Geophagus_brasiliensis__sex=F__region=pothole","prey_39",10,16,62.5,4.73,319.22,1.48173673328739,92.6085458304617,1.38582880180011
"species=Geophagus_brasiliensis__sex=F__region=pothole","prey_23",9,16,56.25,5.21,319.22,1.63210325167596,91.8058079067727,1.37381633227077
"species=Geophagus_brasiliensis__sex=F__region=pothole","prey_38",8,16,50,5.79,319.22,1.81379612806215,90.6898064031076,1.35711606975436
"species=Geophagus_brasiliensis__sex=F__region=pothole","prey_4",10,16,62.5,4.6,319.22,1.44101246789048,90.0632792431552,1.34774048378024
"species=Geophagus_brasiliensis__sex=F__region=pothole","prey_53",9,16,56.25,5.09,319.22,1.59451162207882,89.6912787419334,1.3421737296081
"species=Geophagus_brasiliensis__sex=F__region=pothole","prey_57",9,16,56.25,5.07,319.22,1.58824635047929,89.3388572144602,1.33689996249766
"species=Geophagus_brasiliensis__sex=F__region=pothole","prey_35",12,16,75,3.66,319.22,1.14654470271286,85.9908527034647,1.28679917494843
"species=Geophagus_brasiliensis__sex=F__region=pothole","prey_17",10,16,62.5,4.3,319.22,1.34703339389763,84.1895871186016,1.25984436527283
"species=Geophagus_brasiliensis__sex=F__region=pothole","prey_40",9,16,56.25,4.77,319.22,1.49426727648644,84.052534302362,1.25779345584099
"species=Geophagus_brasiliensis__sex=F__region=pothole","prey_26",10,16,62.5,4.14,319.22,1.29691122110143,81.0569513188397,1.21296643540221
"species=Geophagus_brasiliensis__sex=F__region=pothole","prey_42",10,16,62.5,4.03,319.22,1.26245222730405,78.9032642065033,1.18073785861616
"species=Geophagus_brasiliensis__sex=F__region=pothole","prey_44",10,16,62.5,4.02,319.22,1.25931959150429,78.7074744690182,1.17780798799925
"species=Geophagus_brasiliensis__sex=F__region=pothole","prey_60",10,16,62.5,3.8,319.22,1.19040160390953,74.4001002443456,1.11335083442715
"species=Geophagus_brasiliensis__sex=F__region=pothole","prey_7",8,16,50,4.43,319.22,1.38775765929453,69.3878829647265,1.03834614663416
"species=Geophagus_brasiliensis__sex=F__region=pothole","prey_48",8,16,50,4.36,319.22,1.3658292086962,68.2914604348098,1.02193887117945
"species=Geophagus_brasiliensis__sex=F__region=pothole","prey_9",9,16,56.25,3.85,319.22,1.20606478290834,67.8411440385941,1.01520016876055
"species=Geophagus_brasiliensis__sex=F__region=pothole","prey_33",7,16,43.75,4.78,319.22,1.4973999122862,65.5112461625211,0.980334708419276
"species=Geophagus_brasiliensis__sex=F__region=pothole","prey_5",7,16,43.75,3.57,319.22,1.11835098051501,48.9278553975315,0.732174667166698
"species=Geophagus_brasiliensis__sex=F__region=pothole","prey_6",8,16,50,2.55,319.22,0.798822128939289,39.9411064469645,0.597693605850366
"species=Geophagus_brasiliensis__sex=F__region=pothole","prey_16",6,16,37.5,3.24,319.22,1.01497399912286,38.0615249671073,0.569566847927996
"species=Geophagus_brasiliensis__sex=F__region=pothole","prey_56",6,16,37.5,2.34,319.22,0.733036777144289,27.4888791429108,0.411353834614663
"species=Geophagus_brasiliensis__sex=F__region=valley","prey_32",20,23,86.9565217391304,10.14,419.77,2.41560854753794,210.052917177212,3.28446051764264
"species=Geophagus_brasiliensis__sex=F__region=valley","prey_30",19,23,82.6086956521739,10.4,419.77,2.47754722824404,204.666944941899,3.20024358129283
"species=Geophagus_brasiliensis__sex=F__region=valley","prey_8",18,23,78.2608695652174,9.39,419.77,2.23693927627034,175.064812925505,2.73737434266252
"species=Geophagus_brasiliensis__sex=F__region=valley","prey_4",19,23,82.6086956521739,8.48,419.77,2.02015389379899,166.882278183394,2.60942938166954
"species=Geophagus_brasiliensis__sex=F__region=valley","prey_44",17,23,73.9130434782609,9.3,419.77,2.21549896371823,163.754271231347,2.56051877632791
"species=Geophagus_brasiliensis__sex=F__region=valley","prey_51",16,23,69.5652173913043,9.35,419.77,2.2274102484694,154.950278154393,2.42285647652534
"species=Geophagus_brasiliensis__sex=F__region=valley","prey_53",17,23,73.9130434782609,8.56,419.77,2.03921194940086,150.724361477455,2.3567785726201
"species=Geophagus_brasiliensis__sex=F__region=valley","prey_46",16,23,69.5652173913043,8.25,419.77,1.96536198394359,136.720833665641,2.13781453811059
"species=Geophagus_brasiliensis__sex=F__region=valley","prey_1",18,23,78.2608695652174,7.26,419.77,1.72951854587036,135.353625328985,2.11643639272949
"species=Geophagus_brasiliensis__sex=F__region=valley","prey_41",16,23,69.5652173913043,8.13,419.77,1.93677490054077,134.732166994141,2.10671905391989
"species=Geophagus_brasiliensis__sex=F__region=valley","prey_23",16,23,69.5652173913043,7.94,419.77,1.89151201848631,131.583444764265,2.05748453728462
