"","scenario_name","prey_item","stomachs_with_prey","total_stomachs","frequency_occurrence","total_volume_item","total_volume_all","volume_percentage","fo_times_v","iai"
"826","sampling_area=Area_02__season=Summer__sex=M","prey_11",14,19,73.6842105263158,4.32,386.17,1.11867830230209,82.4289275380491,1.21576636701349
"827","sampling_area=Area_02__season=Summer__sex=M","prey_24",11,19,57.8947368421053,5.49,386.17,1.42165367584225,82.3062654434984,1.2139571908721
"828","sampling_area=Area_02__season=Summer__sex=M","prey_49",11,19,57.8947368421053,5.41,386.17,1.4009374109848,81.1069027412252,1.19626746860074
"829","sampling_area=Area_02__season=Summer__sex=M","prey_5",10,19,52.6315789473684,5.53,386.17,1.43201180827097,75.3690425405773,1.11163822909798
"830","sampling_area=Area_02__season=Summer__sex=M","prey_16",12,19,63.1578947368421,4.51,386.17,1.16787943133853,73.7608061898019,1.08791791968866
"831","sampling_area=Area_02__season=Summer__sex=M","prey_51",12,19,63.1578947368421,4,386.17,1.03581324287231,65.4197837603564,0.9648939420742
"832","sampling_area=Area_02__season=Summer__sex=M","prey_50",9,19,47.3684210526316,5.17,386.17,1.33878861641246,63.4163028826955,0.935344065098178
"833","sampling_area=Area_02__season=Summer__sex=M","prey_56",9,19,47.3684210526316,5.14,386.17,1.33102001709092,63.0483165990435,0.929916536674011
"834","sampling_area=Area_02__season=Summer__sex=M","prey_2",10,19,52.6315789473684,4.55,386.17,1.17823756376725,62.0125033561712,0.914639049257836
"835","sampling_area=Area_02__season=Summer__sex=M","prey_42",10,19,52.6315789473684,4.34,386.17,1.12385736851646,59.1503878166556,0.872424939292089
"836","sampling_area=Area_02__season=Summer__sex=M","prey_59",11,19,57.8947368421053,3.85,386.17,0.996970246264598,57.7193300468978,0.851317884309216
"837","sampling_area=Area_02__season=Summer__sex=M","prey_18",9,19,47.3684210526316,4.64,386.17,1.20154336173188,56.9152118715101,0.839457729604554
"838","sampling_area=Area_02__season=Summer__sex=M","prey_52",8,19,42.1052631578947,4.91,386.17,1.27146075562576,53.5351897105583,0.789604875930721
"839","sampling_area=Area_02__season=Summer__sex=M","prey_19",11,19,57.8947368421053,3.45,386.17,0.893388921977368,51.7225165355318,0.762869272952415
"840","sampling_area=Area_02__season=Summer__sex=M","prey_28",8,19,42.1052631578947,4.25,386.17,1.10055157055183,46.3390134969191,0.683466542302559
"841","sampling_area=Area_02__season=Winter__sex=F","prey_57",18,22,81.8181818181818,11.61,423.69,2.7402110033279,224.199082090465,3.45196681830345
"842","sampling_area=Area_02__season=Winter__sex=F","prey_51",17,22,77.2727272727273,9.18,423.69,2.16667846774765,167.425154325954,2.57782535010258
"843","sampling_area=Area_02__season=Winter__sex=F","prey_16",18,22,81.8181818181818,8.54,423.69,2.01562463121622,164.914742554054,2.53917283620254
"844","sampling_area=Area_02__season=Winter__sex=F","prey_18",18,22,81.8181818181818,8.43,423.69,1.98966225306238,162.790547977831,2.50646686290251
"845","sampling_area=Area_02__season=Winter__sex=F","prey_60",16,22,72.7272727272727,8.95,423.69,2.11239349524416,153.628617835939,2.3654017053357
"846","sampling_area=Area_02__season=Winter__sex=F","prey_54",17,22,77.2727272727273,8.33,423.69,1.96606009110435,151.922825221699,2.33913781768567
"847","sampling_area=Area_02__season=Winter__sex=F","prey_20",14,22,63.6363636363636,10.04,423.69,2.36965706058675,150.796358400975,2.32179374093566
"848","sampling_area=Area_02__season=Winter__sex=F","prey_8",17,22,77.2727272727273,7.97,423.69,1.88109230805542,145.357132895191,2.23804662748557
"849","sampling_area=Area_02__season=Winter__sex=F","prey_11",17,22,77.2727272727273,7.81,423.69,1.84332884892256,142.439047416743,2.19311720961886
"850","sampling_area=Area_02__season=Winter__sex=F","prey_39",16,22,72.7272727272727,8.09,423.69,1.90941490240506,138.866538356732,2.1381117090688
"851","sampling_area=Area_02__season=Winter__sex=F","prey_41",14,22,63.6363636363636,9.24,423.69,2.18083976492247,138.780712313248,2.13679025560214
"852","sampling_area=Area_02__season=Winter__sex=F","prey_14",16,22,72.7272727272727,7.88,423.69,1.85985036229319,135.261844530414,2.08261066346875
"853","sampling_area=Area_02__season=Winter__sex=F","prey_55",14,22,63.6363636363636,8.75,423.69,2.06518917132809,131.421129084515,2.02347562083536
"854","sampling_area=Area_02__season=Winter__sex=F","prey_25",14,22,63.6363636363636,8.72,423.69,2.05810852274068,130.970542356225,2.01653799013535
"855","sampling_area=Area_02__season=Winter__sex=F","prey_28",15,22,68.1818181818182,7.98,423.69,1.88345252425122,128.417217562583,1.97722474950198
"856","sampling_area=Area_02__season=Winter__sex=F","prey_59",14,22,63.6363636363636,8.47,423.69,1.99910311784559,127.215652953811,1.95872440096863
"857","sampling_area=Area_02__season=Winter__sex=F","prey_15",15,22,68.1818181818182,7.82,423.69,1.84568906511836,125.84243625807,1.93758114550194
"858","sampling_area=Area_02__season=Winter__sex=F","prey_9",15,22,68.1818181818182,7.73,423.69,1.82444711935613,124.394121774282,1.91528161825192
"859","sampling_area=Area_02__season=Winter__sex=F","prey_24",14,22,63.6363636363636,8.14,423.69,1.92121598338408,122.259198942623,1.88241046326855
"860","sampling_area=Area_02__season=Winter__sex=F","prey_45",15,22,68.1818181818182,7.34,423.69,1.7323986877198,118.118092344531,1.81865033350182
"861","sampling_area=Area_02__season=Winter__sex=F","prey_49",16,22,72.7272727272727,6.79,423.69,1.6025867969506,116.551767050953,1.79453380773513
"862","sampling_area=Area_02__season=Winter__sex=F","prey_38",15,22,68.1818181818182,6.98,423.69,1.64743090467087,112.324834409377,1.72945222450173
"863","sampling_area=Area_02__season=Winter__sex=F","prey_46",16,22,72.7272727272727,6.5,423.69,1.5341405272723,111.573856528894,1.71788950666838
"864","sampling_area=Area_02__season=Winter__sex=F","prey_3",15,22,68.1818181818182,6.92,423.69,1.63326960749605,111.359291420185,1.71458587300171
"865","sampling_area=Area_02__season=Winter__sex=F","prey_32",15,22,68.1818181818182,6.89,423.69,1.62618895890864,110.876519925589,1.70715269725171
"866","sampling_area=Area_02__season=Winter__sex=F","prey_36",16,22,72.7272727272727,6.43,423.69,1.51761901390167,110.372291920122,1.69938915813503
"867","sampling_area=Area_02__season=Winter__sex=F","prey_35",16,22,72.7272727272727,6.42,423.69,1.51525879770587,110.200639833154,1.6967462512017
"868","sampling_area=Area_02__season=Winter__sex=F","prey_13",14,22,63.6363636363636,7.32,423.69,1.72767825532819,109.943161702703,1.69278189080169
"869","sampling_area=Area_02__season=Winter__sex=F","prey_21",14,22,63.6363636363636,7.3,423.69,1.72295782293658,109.64277055051,1.68815680366835
"870","sampling_area=Area_02__season=Winter__sex=F","prey_2",13,22,59.0909090909091,7.76,423.69,1.83152776794354,108.226640833028,1.66635282146833
"871","sampling_area=Area_02__season=Winter__sex=F","prey_50",15,22,68.1818181818182,6.69,423.69,1.57898463499257,107.658043294948,1.65759819225166
"872","sampling_area=Area_02__season=Winter__sex=F","prey_52",17,22,77.2727272727273,5.84,423.69,1.37836625834926,106.510119963352,1.63992375213497
"873","sampling_area=Area_02__season=Winter__sex=F","prey_27",15,22,68.1818181818182,6.61,423.69,1.56010290542614,106.370652642691,1.63777639025164
"874","sampling_area=Area_02__season=Winter__sex=F","prey_12",14,22,63.6363636363636,6.96,423.69,1.64271047227926,104.536120963226,1.60953032240161
"875","sampling_area=Area_02__season=Winter__sex=F","prey_42",13,22,59.0909090909091,7.49,423.69,1.76780193065685,104.461023175177,1.60837405061828
"876","sampling_area=Area_02__season=Winter__sex=F","prey_7",13,22,59.0909090909091,7.48,423.69,1.76544171446104,104.321555854516,1.60622668873494
"877","sampling_area=Area_02__season=Winter__sex=F","prey_4",14,22,63.6363636363636,6.79,423.69,1.6025867969506,101.982796169584,1.57021708176824
"878","sampling_area=Area_02__season=Winter__sex=F","prey_48",14,22,63.6363636363636,6.77,423.69,1.59786636455899,101.682405017391,1.5655919946349
"879","sampling_area=Area_02__season=Winter__sex=F","prey_47",13,22,59.0909090909091,7.06,423.69,1.6663126342373,98.4639283867493,1.51603748963485
"880","sampling_area=Area_02__season=Winter__sex=F","prey_10",14,22,63.6363636363636,6.54,423.69,1.54358139205551,98.227906767169,1.51240349260151
"881","sampling_area=Area_02__season=Winter__sex=F","prey_29",13,22,59.0909090909091,6.95,423.69,1.64035025608346,96.929787859477,1.49241650891816
"882","sampling_area=Area_02__season=Winter__sex=F","prey_34",13,22,59.0909090909091,6.95,423.69,1.64035025608346,96.929787859477,1.49241650891816
"883","sampling_area=Area_02__season=Winter__sex=F","prey_17",12,22,54.5454545454545,6.74,423.69,1.59078571597158,86.7701299620863,1.33598945480134
"884","sampling_area=Area_02__season=Winter__sex=F","prey_23",12,22,54.5454545454545,6.65,423.69,1.56954377020935,85.6114783750555,1.31814983300132
"885","sampling_area=Area_02__season=Winter__sex=F","prey_19",12,22,54.5454545454545,6.61,423.69,1.56010290542614,85.0965221141529,1.31022111220131
"886","sampling_area=Area_02__season=Winter__sex=F","prey_58",12,22,54.5454545454545,6.29,423.69,1.48457598716042,80.9768720269322,1.24679134580125
"887","sampling_area=Area_02__season=Winter__sex=F","prey_22",14,22,63.6363636363636,5.36,423.69,1.2650758809507,80.5048287877715,1.23952335173457
"888","sampling_area=Area_02__season=Winter__sex=F","prey_43",13,22,59.0909090909091,5.77,423.69,1.36184474497864,80.4726440214651,1.23902780668457
"889","sampling_area=Area_02__season=Winter__sex=F","prey_40",12,22,54.5454545454545,5.93,423.69,1.3996082041115,76.3422656788089,1.17543285860118
"890","sampling_area=Area_02__season=Winter__sex=F","prey_1",12,22,54.5454545454545,5.82,423.69,1.37364582595766,74.9261359613268,1.15362887640115
"891","sampling_area=Area_02__season=Winter__sex=F","prey_44",11,22,50,6.31,423.69,1.48929641955203,74.4648209776015,1.14652606401781
"892","sampling_area=Area_02__season=Winter__sex=F","prey_30",12,22,54.5454545454545,5.67,423.69,1.3382425830206,72.9950499829421,1.12389617340112
"893","sampling_area=Area_02__season=Winter__sex=F","prey_37",11,22,50,5.89,423.69,1.39016733932828,69.5083669664141,1.07021212631774
"894","sampling_area=Area_02__season=Winter__sex=F","prey_56",13,22,59.0909090909091,4.97,423.69,1.17302744931436,69.3152583685757,1.06723885601773
"895","sampling_area=Area_02__season=Winter__sex=F","prey_26",12,22,54.5454545454545,4.96,423.69,1.17066723311855,63.8545763519211,0.983161379200983
"896","sampling_area=Area_02__season=Winter__sex=F","prey_31",10,22,45.4545454545455,5.59,423.69,1.31936085345418,59.9709478842807,0.923365609834257
"897","sampling_area=Area_02__season=Winter__sex=F","prey_33",10,22,45.4545454545455,5.17,423.69,1.22023177323043,55.4650806013831,0.853989302834187
"898","sampling_area=Area_02__season=Winter__sex=F","prey_5",11,22,50,4.62,423.69,1.09041988246123,54.5209941230617,0.839453314700839
"899","sampling_area=Area_02__season=Winter__sex=F","prey_53",11,22,50,4.28,423.69,1.01017253180391,50.5086265901957,0.777675365134111
"900","sampling_area=Area_02__season=Winter__sex=F","prey_6",10,22,45.4545454545455,4.6,423.69,1.08569945006963,49.3499750031648,0.759835743334093
"901","sampling_area=Area_02__season=Winter__sex=M","prey_25",27,34,79.4117647058823,15.1,671.84,2.24755894260538,178.48262191278,2.70335681723995
"902","sampling_area=Area_02__season=Winter__sex=M","prey_9",25,34,73.5294117647059,15.16,671.84,2.25648964039057,165.918355911071,2.51305428926647
"903","sampling_area=Area_02__season=Winter__sex=M","prey_30",26,34,76.4705882352941,14.3,671.84,2.12848297213622,162.766344928064,2.46531288852051
"904","sampling_area=Area_02__season=Winter__sex=M","prey_58",26,34,76.4705882352941,13.19,671.84,1.96326506311026,150.132034237844,2.27394944053046
"905","sampling_area=Area_02__season=Winter__sex=M","prey_56",26,34,76.4705882352941,12.82,671.84,1.90819242676828,145.920597341104,2.21016162453378
"906","sampling_area=Area_02__season=Winter__sex=M","prey_45",25,34,73.5294117647059,13.22,671.84,1.96773041200286,144.686059706092,2.19146290924161
"907","sampling_area=Area_02__season=Winter__sex=M","prey_5",22,34,64.7058823529412,14.95,671.84,2.22523219814242,143.98561282098,2.18085370907584
"908","sampling_area=Area_02__season=Winter__sex=M","prey_26",23,34,67.6470588235294,13.96,671.84,2.07787568468683,140.562178669991,2.12900124326565
"909","sampling_area=Area_02__season=Winter__sex=M","prey_42",23,34,67.6470588235294,13.93,671.84,2.07341033579424,140.260110950787,2.12442602569416
"910","sampling_area=Area_02__season=Winter__sex=M","prey_34",25,34,73.5294117647059,12.56,671.84,1.8694927363658,137.462701203368,2.08205553253212
"911","sampling_area=Area_02__season=Winter__sex=M","prey_50",23,34,67.6470588235294,13.55,671.84,2.01684924982139,136.433919840858,2.06647326978864
"912","sampling_area=Area_02__season=Winter__sex=M","prey_21",25,34,73.5294117647059,12.41,671.84,1.84716599190283,135.821028816385,2.0571902196436
"913","sampling_area=Area_02__season=Winter__sex=M","prey_15",26,34,76.4705882352941,11.73,671.84,1.74595141700405,133.513931888545,2.0222461665976
"914","sampling_area=Area_02__season=Winter__sex=M","prey_52",26,34,76.4705882352941,11.71,671.84,1.74297451774232,133.286286650883,2.01879817654372
"915","sampling_area=Area_02__season=Winter__sex=M","prey_7",25,34,73.5294117647059,12.04,671.84,1.79209335556085,131.771570261827,1.99585578118525
"916","sampling_area=Area_02__season=Winter__sex=M","prey_38",25,34,73.5294117647059,11.84,671.84,1.76232436294356,129.58267374585,1.96270203066722
"917","sampling_area=Area_02__season=Winter__sex=M","prey_6",24,34,70.5882352941177,12.33,671.84,1.83525839485592,129.547651401594,1.96217157065893
"918","sampling_area=Area_02__season=Winter__sex=M","prey_23",23,34,67.6470588235294,12.81,671.84,1.90670397713741,128.982916100472,1.95361790302528
"919","sampling_area=Area_02__season=Winter__sex=M","prey_40",23,34,67.6470588235294,12.72,671.84,1.89330793045963,128.076712942858,1.93989225031082
"920","sampling_area=Area_02__season=Winter__sex=M","prey_49",23,34,67.6470588235294,12.65,671.84,1.88288878304358,127.371888264713,1.92921674264401
"921","sampling_area=Area_02__season=Winter__sex=M","prey_55",23,34,67.6470588235294,12.39,671.84,1.84418909264111,124.753968031604,1.88956485702445
"922","sampling_area=Area_02__season=Winter__sex=M","prey_60",24,34,70.5882352941177,11.86,671.84,1.76530126220529,124.60950086155,1.88737670949026
"923","sampling_area=Area_02__season=Winter__sex=M","prey_41",23,34,67.6470588235294,12.02,671.84,1.78911645629912,121.028466161411,1.83313717364277
"924","sampling_area=Area_02__season=Winter__sex=M","prey_32",24,34,70.5882352941177,11.29,671.84,1.68045963324601,118.620679993836,1.79666804807294
"925","sampling_area=Area_02__season=Winter__sex=M","prey_1",24,34,70.5882352941177,11.11,671.84,1.65366753989045,116.729473404032,1.76802320762536
"926","sampling_area=Area_02__season=Winter__sex=M","prey_43",24,34,70.5882352941177,10.97,671.84,1.63282924505835,115.258534945295,1.74574388727725
"927","sampling_area=Area_02__season=Winter__sex=M","prey_27",23,34,67.6470588235294,11.31,671.84,1.68343653250774,113.879530140229,1.72485702445089
"928","sampling_area=Area_02__season=Winter__sex=M","prey_35",25,34,73.5294117647059,10.18,671.84,1.51524172422005,111.414832663239,1.68752590136759
"929","sampling_area=Area_02__season=Winter__sex=M","prey_8",23,34,67.6470588235294,11.06,671.84,1.64622529173613,111.362299146856,1.68673021135516
"930","sampling_area=Area_02__season=Winter__sex=M","prey_53",23,34,67.6470588235294,11.02,671.84,1.64027149321267,110.959542187916,1.68062992125984
"931","sampling_area=Area_02__season=Winter__sex=M","prey_54",20,34,58.8235294117647,12.62,671.84,1.87842343415099,110.495496126529,1.67360132615002
"932","sampling_area=Area_02__season=Winter__sex=M","prey_3",22,34,64.7058823529412,11.44,671.84,1.70278637770898,110.180295028228,1.66882718607542
"933","sampling_area=Area_02__season=Winter__sex=M","prey_29",21,34,61.7647058823529,11.79,671.84,1.75488211478924,108.389777678159,1.64170741815168
"934","sampling_area=Area_02__season=Winter__sex=M","prey_4",22,34,64.7058823529412,10.92,671.84,1.62538699690402,105.172099799672,1.59297140489018
"935","sampling_area=Area_02__season=Winter__sex=M","prey_59",22,34,64.7058823529412,10.92,671.84,1.62538699690402,105.172099799672,1.59297140489018
"936","sampling_area=Area_02__season=Winter__sex=M","prey_24",22,34,64.7058823529412,10.81,671.84,1.60901405096452,104.112673885939,1.57692498963945
"937","sampling_area=Area_02__season=Winter__sex=M","prey_44",23,34,67.6470588235294,10.29,671.84,1.53161467015956,103.609227687264,1.56929962702031
"938","sampling_area=Area_02__season=Winter__sex=M","prey_57",20,34,58.8235294117647,11.61,671.84,1.72809002143367,101.652354201981,1.53966017405719
"939","sampling_area=Area_02__season=Winter__sex=M","prey_10",22,34,64.7058823529412,10.54,671.84,1.56882591093117,101.512264824958,1.53753833402404
"940","sampling_area=Area_02__season=Winter__sex=M","prey_20",21,34,61.7647058823529,10.52,671.84,1.56584901166945,96.7142036619363,1.46486531288852
"941","sampling_area=Area_02__season=Winter__sex=M","prey_17",20,34,58.8235294117647,10.81,671.84,1.60901405096452,94.6478853508539,1.4335681723995
"942","sampling_area=Area_02__season=Winter__sex=M","prey_33",23,34,67.6470588235294,9.25,671.84,1.37681590854965,93.1375467548296,1.41069208454206
"943","sampling_area=Area_02__season=Winter__sex=M","prey_51",22,34,64.7058823529412,9.61,671.84,1.43040009526078,92.5553002815796,1.40187318690427
"944","sampling_area=Area_02__season=Winter__sex=M","prey_48",20,34,58.8235294117647,10.41,671.84,1.54947606572994,91.1456509252903,1.38052217157066
"945","sampling_area=Area_02__season=Winter__sex=M","prey_11",21,34,61.7647058823529,9.67,671.84,1.43933079304596,88.8998430998977,1.34650642353916
"946","sampling_area=Area_02__season=Winter__sex=M","prey_46",23,34,67.6470588235294,8.74,671.84,1.30090497737557,88.0023955283471,1.33291338582677
"947","sampling_area=Area_02__season=Winter__sex=M","prey_14",22,34,64.7058823529412,8.93,671.84,1.32918552036199,86.0061219057759,1.30267716535433
"948","sampling_area=Area_02__season=Winter__sex=M","prey_16",19,34,55.8823529411765,10.29,671.84,1.53161467015956,85.5902315677402,1.29637795275591
"949","sampling_area=Area_02__season=Winter__sex=M","prey_18",18,34,52.9411764705882,10.64,671.84,1.58371040723982,83.8434921479904,1.26992125984252
"950","sampling_area=Area_02__season=Winter__sex=M","prey_36",19,34,55.8823529411765,10.07,671.84,1.49886877828054,83.7603140803833,1.26866141732283
"951","sampling_area=Area_02__season=Winter__sex=M","prey_13",22,34,64.7058823529412,8.36,671.84,1.24434389140271,80.5163694437051,1.21952755905512
"952","sampling_area=Area_02__season=Winter__sex=M","prey_2",17,34,50,10.4,671.84,1.54798761609907,77.3993808049536,1.17231661831745
"953","sampling_area=Area_02__season=Winter__sex=M","prey_19",19,34,55.8823529411765,8.99,671.84,1.33811621814718,74.7770827788129,1.13259842519685
"954","sampling_area=Area_02__season=Winter__sex=M","prey_39",20,34,58.8235294117647,8.51,671.84,1.26667063586568,74.5100374038637,1.12855366763365
"955","sampling_area=Area_02__season=Winter__sex=M","prey_22",18,34,52.9411764705882,9.22,671.84,1.37235055965706,72.653853158315,1.10043928719436
"956","sampling_area=Area_02__season=Winter__sex=M","prey_28",19,34,55.8823529411765,8.57,671.84,1.27560133365087,71.2836039393133,1.07968503937008
"957","sampling_area=Area_02__season=Winter__sex=M","prey_47",18,34,52.9411764705882,8.81,671.84,1.31132412479162,69.4230419007327,1.05150435142976
"958","sampling_area=Area_02__season=Winter__sex=M","prey_12",17,34,50,7.55,671.84,1.12377947130269,56.1889735651345,0.851056775797762
"959","sampling_area=Area_02__season=Winter__sex=M","prey_31",16,34,47.0588235294118,7.85,671.84,1.16843296022863,54.9850804813471,0.832822213012847
"960","sampling_area=Area_02__season=Winter__sex=M","prey_37",13,34,38.2352941176471,7.51,671.84,1.11782567277923,42.7403933709707,0.647360132615002
"961","sampling_area=Area_03__season=Autumn__sex=F","prey_31",14,15,93.3333333333333,7.14,301.44,2.36863057324841,221.072186836518,3.19954932318457
"962","sampling_area=Area_03__season=Autumn__sex=F","prey_19",14,15,93.3333333333333,6.95,301.44,2.30559978768578,215.189313517339,3.11440725436033
"963","sampling_area=Area_03__season=Autumn__sex=F","prey_38",13,15,86.6666666666667,6.8,301.44,2.25583864118896,195.50601556971,2.82953341506118
"964","sampling_area=Area_03__season=Autumn__sex=F","prey_4",13,15,86.6666666666667,6.77,301.44,2.2458864118896,194.643489030432,2.8170501794065
"965","sampling_area=Area_03__season=Autumn__sex=F","prey_10",12,15,80,7.32,301.44,2.42834394904459,194.267515923567,2.81160876899292
"966","sampling_area=Area_03__season=Autumn__sex=F","prey_50",13,15,86.6666666666667,6.44,301.44,2.1364118895966,185.155697098372,2.679734587205
"967","sampling_area=Area_03__season=Autumn__sex=F","prey_1",14,15,93.3333333333333,5.74,301.44,1.9041932059448,177.724699221514,2.57218671079544
"968","sampling_area=Area_03__season=Autumn__sex=F","prey_8",11,15,73.3333333333333,6.46,301.44,2.14304670912951,157.156758669497,2.27450955287611
"969","sampling_area=Area_03__season=Autumn__sex=F","prey_3",11,15,73.3333333333333,6.42,301.44,2.12977707006369,156.183651804671,2.2604259023939
"970","sampling_area=Area_03__season=Autumn__sex=F","prey_2",11,15,73.3333333333333,6.34,301.44,2.10323779193206,154.237438075018,2.23225860142949
"971","sampling_area=Area_03__season=Autumn__sex=F","prey_30",12,15,80,5.71,301.44,1.89424097664544,151.539278131635,2.19320847963792
"972","sampling_area=Area_03__season=Autumn__sex=F","prey_36",11,15,73.3333333333333,6.18,301.44,2.05015923566879,150.345010615711,2.17592399950067
"973","sampling_area=Area_03__season=Autumn__sex=F","prey_44",11,15,73.3333333333333,6.02,301.44,1.99708067940552,146.452583156405,2.11958939757185
"974","sampling_area=Area_03__season=Autumn__sex=F","prey_12",12,15,80,5.49,301.44,1.82125796178344,145.700636942675,2.10870657674469
"975","sampling_area=Area_03__season=Autumn__sex=F","prey_43",11,15,73.3333333333333,5.96,301.44,1.97717622080679,144.992922859165,2.09846392184854
"976","sampling_area=Area_03__season=Autumn__sex=F","prey_49",11,15,73.3333333333333,5.95,301.44,1.97385881104034,144.749646142958,2.09494300922799
"977","sampling_area=Area_03__season=Autumn__sex=F","prey_15",11,15,73.3333333333333,5.89,301.44,1.95395435244161,143.289985845718,2.07381753350468
"978","sampling_area=Area_03__season=Autumn__sex=F","prey_25",11,15,73.3333333333333,5.85,301.44,1.9406847133758,142.316878980892,2.05973388302248
"979","sampling_area=Area_03__season=Autumn__sex=F","prey_56",11,15,73.3333333333333,5.77,301.44,1.91414543524416,140.370665251238,2.03156658205807
"980","sampling_area=Area_03__season=Autumn__sex=F","prey_18",10,15,66.6666666666667,6.21,301.44,2.06011146496815,137.34076433121,1.98771521578393
"981","sampling_area=Area_03__season=Autumn__sex=F","prey_32",10,15,66.6666666666667,6.17,301.44,2.04684182590234,136.456121726822,1.97491189716374
"982","sampling_area=Area_03__season=Autumn__sex=F","prey_17",12,15,80,5.05,301.44,1.67529193205945,134.023354564756,1.93970277095823
"983","sampling_area=Area_03__season=Autumn__sex=F","prey_16",10,15,66.6666666666667,6.03,301.44,2.00039808917197,133.359872611465,1.93010028199309
"984","sampling_area=Area_03__season=Autumn__sex=F","prey_34",11,15,73.3333333333333,5.44,301.44,1.80467091295117,132.342533616419,1.91537646557988
"985","sampling_area=Area_03__season=Autumn__sex=F","prey_28",11,15,73.3333333333333,5.06,301.44,1.6786093418259,123.098018400566,1.78158178599893
"986","sampling_area=Area_03__season=Autumn__sex=F","prey_53",11,15,73.3333333333333,4.95,301.44,1.6421178343949,120.421974522293,1.74285174717287
"987","sampling_area=Area_03__season=Autumn__sex=F","prey_41",9,15,60,5.91,301.44,1.96058917197452,117.635350318471,1.70252129351928
"988","sampling_area=Area_03__season=Autumn__sex=F","prey_24",10,15,66.6666666666667,5.31,301.44,1.76154458598726,117.436305732484,1.69964054682974
"989","sampling_area=Area_03__season=Autumn__sex=F","prey_48",10,15,66.6666666666667,5.3,301.44,1.75822717622081,117.215145081387,1.69643971717469
"990","sampling_area=Area_03__season=Autumn__sex=F","prey_11",10,15,66.6666666666667,5.15,301.44,1.70846602972399,113.897735314933,1.64842727234899
"991","sampling_area=Area_03__season=Autumn__sex=F","prey_51",11,15,73.3333333333333,4.59,301.44,1.52269108280255,111.664012738853,1.61609889283302
"992","sampling_area=Area_03__season=Autumn__sex=F","prey_22",10,15,66.6666666666667,4.87,301.44,1.61557855626327,107.705237084218,1.55880404200769
"993","sampling_area=Area_03__season=Autumn__sex=F","prey_58",11,15,73.3333333333333,4.38,301.44,1.45302547770701,106.555201698514,1.54215972780145
"994","sampling_area=Area_03__season=Autumn__sex=F","prey_46",10,15,66.6666666666667,4.71,301.44,1.5625,104.166666666667,1.50759076752694
"995","sampling_area=Area_03__season=Autumn__sex=F","prey_27",9,15,60,5.14,301.44,1.70514861995754,102.308917197452,1.48070379842455
"996","sampling_area=Area_03__season=Autumn__sex=F","prey_42",11,15,73.3333333333333,4.08,301.44,1.35350318471338,99.2569002123142,1.43653234918491
"997","sampling_area=Area_03__season=Autumn__sex=F","prey_47",9,15,60,4.89,301.44,1.62221337579618,97.3328025477707,1.408685131186
"998","sampling_area=Area_03__season=Autumn__sex=F","prey_7",9,15,60,4.67,301.44,1.54923036093418,92.953821656051,1.34530870401608
"999","sampling_area=Area_03__season=Autumn__sex=F","prey_57",9,15,60,4.64,301.44,1.53927813163482,92.3566878980892,1.33666646394746
"1000","sampling_area=Area_03__season=Autumn__sex=F","prey_9",8,15,53.3333333333333,5.11,301.44,1.69519639065817,90.410474168436,1.30849916298305
"1001","sampling_area=Area_03__season=Autumn__sex=F","prey_39",8,15,53.3333333333333,5.09,301.44,1.68856157112527,90.0566171266808,1.30337783553497
"1002","sampling_area=Area_03__season=Autumn__sex=F","prey_40",9,15,60,4.21,301.44,1.39662951167728,83.7977707006369,1.21279435629715
"1003","sampling_area=Area_03__season=Autumn__sex=F","prey_55",9,15,60,4.08,301.44,1.35350318471338,81.2101910828026,1.17534464933311
"1004","sampling_area=Area_03__season=Autumn__sex=F","prey_45",9,15,60,3.96,301.44,1.31369426751592,78.8216560509554,1.1407756890586
"1005","sampling_area=Area_03__season=Autumn__sex=F","prey_6",8,15,53.3333333333333,4.43,301.44,1.46961252653928,78.3793347487615,1.13437402974851
"1006","sampling_area=Area_03__season=Autumn__sex=F","prey_52",9,15,60,3.89,301.44,1.29047239915074,77.4283439490446,1.12061046223181
"1007","sampling_area=Area_03__season=Autumn__sex=F","prey_21",9,15,60,3.67,301.44,1.21748938428875,73.0493630573248,1.05723403506189
"1008","sampling_area=Area_03__season=Autumn__sex=F","prey_23",9,15,60,3.64,301.44,1.20753715498938,72.4522292993631,1.04859179499326
"1009","sampling_area=Area_03__season=Autumn__sex=F","prey_5",9,15,60,3.64,301.44,1.20753715498938,72.4522292993631,1.04859179499326
"1010","sampling_area=Area_03__season=Autumn__sex=F","prey_37",9,15,60,3.55,301.44,1.1776804670913,70.6608280254777,1.02266507478739
"1011","sampling_area=Area_03__season=Autumn__sex=F","prey_29",7,15,46.6666666666667,4.55,301.44,1.50942144373673,70.4396673743807,1.01946424513234
"1012","sampling_area=Area_03__season=Autumn__sex=F","prey_33",9,15,60,3.46,301.44,1.14782377919321,68.8694267515923,0.996738354581507
"1013","sampling_area=Area_03__season=Autumn__sex=F","prey_13",8,15,53.3333333333333,3.86,301.44,1.28052016985138,68.2944090587403,0.988416197478386
"1014","sampling_area=Area_03__season=Autumn__sex=F","prey_26",7,15,46.6666666666667,4.28,301.44,1.41985138004246,66.2597310686483,0.958968564651958
"1015","sampling_area=Area_03__season=Autumn__sex=F","prey_20",9,15,60,3.15,301.44,1.04498407643312,62.6990445859873,0.907435207205708
