"species","sampling_area","prey_item","stomachs_with_prey","total_stomachs","frequency_occurrence"
"Geophagus_brasiliensis","Area_1","prey_16",23,23,100
"Geophagus_brasiliensis","Area_1","prey_17",23,23,100
"Geophagus_brasiliensis","Area_1","prey_18",23,23,100
"Geophagus_brasiliensis","Area_1","prey_19",23,23,100
"Geophagus_brasiliensis","Area_1","prey_2",23,23,100
"Geophagus_brasiliensis","Area_1","prey_20",23,23,100
"Geophagus_brasiliensis","Area_1","prey_21",23,23,100
"Geophagus_brasiliensis","Area_1","prey_22",23,23,100
"Geophagus_brasiliensis","Area_1","prey_23",23,23,100
"Geophagus_brasiliensis","Area_1","prey_24",23,23,100
"Geophagus_brasiliensis","Area_1","prey_25",23,23,100
"Geophagus_brasiliensis","Area_1","prey_26",23,23,100
"Geophagus_brasiliensis","Area_1","prey_27",23,23,100
"Geophagus_brasiliensis","Area_1","prey_28",23,23,100
"Geophagus_brasiliensis","Area_1","prey_29",23,23,100
"Geophagus_brasiliensis","Area_1","prey_3",23,23,100
"Geophagus_brasiliensis","Area_1","prey_30",23,23,100
"Geophagus_brasiliensis","Area_1","prey_31",23,23,100
"Geophagus_brasiliensis","Area_1","prey_32",23,23,100
"Geophagus_brasiliensis","Area_1","prey_33",23,23,100
"Geophagus_brasiliensis","Area_1","prey_34",23,23,100
"Geophagus_brasiliensis","Area_1","prey_35",23,23,100
"Geophagus_brasiliensis","Area_1","prey_36",23,23,100
"Geophagus_brasiliensis","Area_1","prey_37",23,23,100
"Geophagus_brasiliensis","Area_1","prey_38",23,23,100
"Geophagus_brasiliensis","Area_1","prey_39",23,23,100
"Geophagus_brasiliensis","Area_1","prey_4",23,23,100
"Geophagus_brasiliensis","Area_1","prey_40",23,23,100
"Geophagus_brasiliensis","Area_1","prey_41",23,23,100
"Geophagus_brasiliensis","Area_1","prey_42",23,23,100
"Geophagus_brasiliensis","Area_1","prey_43",23,23,100
"Geophagus_brasiliensis","Area_1","prey_44",23,23,100
"Geophagus_brasiliensis","Area_1","prey_45",23,23,100
"Geophagus_brasiliensis","Area_1","prey_46",23,23,100
"Geophagus_brasiliensis","Area_1","prey_47",23,23,100
"Geophagus_brasiliensis","Area_1","prey_48",23,23,100
"Geophagus_brasiliensis","Area_1","prey_49",23,23,100
"Geophagus_brasiliensis","Area_1","prey_5",23,23,100
"Geophagus_brasiliensis","Area_1","prey_50",23,23,100
"Geophagus_brasiliensis","Area_1","prey_51",23,23,100
"Geophagus_brasiliensis","Area_1","prey_52",23,23,100
"Geophagus_brasiliensis","Area_1","prey_53",23,23,100
"Geophagus_brasiliensis","Area_1","prey_54",23,23,100
"Geophagus_brasiliensis","Area_1","prey_55",23,23,100
"Geophagus_brasiliensis","Area_1","prey_56",23,23,100
"Geophagus_brasiliensis","Area_1","prey_57",23,23,100
"Geophagus_brasiliensis","Area_1","prey_58",23,23,100
"Geophagus_brasiliensis","Area_1","prey_59",23,23,100
"Geophagus_brasiliensis","Area_1","prey_6",23,23,100
"Geophagus_brasiliensis","Area_1","prey_60",23,23,100
"Geophagus_brasiliensis","Area_1","prey_7",23,23,100
"Geophagus_brasiliensis","Area_1","prey_8",23,23,100
"Geophagus_brasiliensis","Area_1","prey_9",23,23,100
"Geophagus_brasiliensis","Area_2","prey_1",23,23,100
"Geophagus_brasiliensis","Area_2","prey_10",23,23,100
"Geophagus_brasiliensis","Area_2","prey_11",23,23,100
"Geophagus_brasiliensis","Area_2","prey_12",23,23,100
"Geophagus_brasiliensis","Area_2","prey_13",23,23,100
"Geophagus_brasiliensis","Area_2","prey_14",23,23,100
"Geophagus_brasiliensis","Area_2","prey_15",23,23,100
"Geophagus_brasiliensis","Area_2","prey_16",23,23,100
"Geophagus_brasiliensis","Area_2","prey_17",23,23,100
"Geophagus_brasiliensis","Area_2","prey_18",23,23,100
"Geophagus_brasiliensis","Area_2","prey_19",23,23,100
"Geophagus_brasiliensis","Area_2","prey_2",23,23,100
"Geophagus_brasiliensis","Area_2","prey_20",23,23,100
"Geophagus_brasiliensis","Area_2","prey_21",23,23,100
"Geophagus_brasiliensis","Area_2","prey_22",23,23,100
"Geophagus_brasiliensis","Area_2","prey_23",23,23,100
"Geophagus_brasiliensis","Area_2","prey_24",23,23,100
"Geophagus_brasiliensis","Area_2","prey_25",23,23,100
"Geophagus_brasiliensis","Area_2","prey_26",23,23,100
"Geophagus_brasiliensis","Area_2","prey_27",23,23,100
"Geophagus_brasiliensis","Area_2","prey_28",23,23,100
"Geophagus_brasiliensis","Area_2","prey_29",23,23,100
"Geophagus_brasiliensis","Area_2","prey_3",23,23,100
"Geophagus_brasiliensis","Area_2","prey_30",23,23,100
"Geophagus_brasiliensis","Area_2","prey_31",23,23,100
"Geophagus_brasiliensis","Area_2","prey_32",23,23,100
"Geophagus_brasiliensis","Area_2","prey_33",23,23,100
"Geophagus_brasiliensis","Area_2","prey_34",23,23,100
"Geophagus_brasiliensis","Area_2","prey_35",23,23,100
"Geophagus_brasiliensis","Area_2","prey_36",23,23,100
"Geophagus_brasiliensis","Area_2","prey_37",23,23,100
"Geophagus_brasiliensis","Area_2","prey_38",23,23,100
"Geophagus_brasiliensis","Area_2","prey_39",23,23,100
"Geophagus_brasiliensis","Area_2","prey_4",23,23,100
"Geophagus_brasiliensis","Area_2","prey_40",23,23,100
"Geophagus_brasiliensis","Area_2","prey_41",23,23,100
"Geophagus_brasiliensis","Area_2","prey_42",23,23,100
"Geophagus_brasiliensis","Area_2","prey_43",23,23,100
"Geophagus_brasiliensis","Area_2","prey_44",23,23,100
"Geophagus_brasiliensis","Area_2","prey_45",23,23,100
"Geophagus_brasiliensis","Area_2","prey_46",23,23,100
"Geophagus_brasiliensis","Area_2","prey_47",23,23,100
"Geophagus_brasiliensis","Area_2","prey_48",23,23,100
"Geophagus_brasiliensis","Area_2","prey_49",23,23,100
"Geophagus_brasiliensis","Area_2","prey_5",23,23,100
"Geophagus_brasiliensis","Area_2","prey_50",23,23,100
"Geophagus_brasiliensis","Area_2","prey_51",23,23,100
"Geophagus_brasiliensis","Area_2","prey_52",23,23,100
"Geophagus_brasiliensis","Area_2","prey_53",23,23,100
"Geophagus_brasiliensis","Area_2","prey_54",23,23,100
"Geophagus_brasiliensis","Area_2","prey_55",23,23,100
"Geophagus_brasiliensis","Area_2","prey_56",23,23,100
"Geophagus_brasiliensis","Area_2","prey_57",23,23,100
"Geophagus_brasiliensis","Area_2","prey_58",23,23,100
"Geophagus_brasiliensis","Area_2","prey_59",23,23,100
"Geophagus_brasiliensis","Area_2","prey_6",23,23,100
"Geophagus_brasiliensis","Area_2","prey_60",23,23,100
"Geophagus_brasiliensis","Area_2","prey_7",23,23,100
"Geophagus_brasiliensis","Area_2","prey_8",23,23,100
"Geophagus_brasiliensis","Area_2","prey_9",23,23,100
"Geophagus_brasiliensis","Area_3","prey_1",33,33,100
"Geophagus_brasiliensis","Area_3","prey_10",33,33,100
"Geophagus_brasiliensis","Area_3","prey_11",33,33,100
"Geophagus_brasiliensis","Area_3","prey_12",33,33,100
"Geophagus_brasiliensis","Area_3","prey_13",33,33,100
"Geophagus_brasiliensis","Area_3","prey_14",33,33,100
"Geophagus_brasiliensis","Area_3","prey_15",33,33,100
"Geophagus_brasiliensis","Area_3","prey_16",33,33,100
"Geophagus_brasiliensis","Area_3","prey_17",33,33,100
"Geophagus_brasiliensis","Area_3","prey_18",33,33,100
"Geophagus_brasiliensis","Area_3","prey_19",33,33,100
"Geophagus_brasiliensis","Area_3","prey_2",33,33,100
"Geophagus_brasiliensis","Area_3","prey_20",33,33,100
"Geophagus_brasiliensis","Area_3","prey_21",33,33,100
"Geophagus_brasiliensis","Area_3","prey_22",33,33,100
"Geophagus_brasiliensis","Area_3","prey_23",33,33,100
"Geophagus_brasiliensis","Area_3","prey_24",33,33,100
"Geophagus_brasiliensis","Area_3","prey_25",33,33,100
"Geophagus_brasiliensis","Area_3","prey_26",33,33,100
"Geophagus_brasiliensis","Area_3","prey_27",33,33,100
"Geophagus_brasiliensis","Area_3","prey_28",33,33,100
"Geophagus_brasiliensis","Area_3","prey_29",33,33,100
"Geophagus_brasiliensis","Area_3","prey_3",33,33,100
"Geophagus_brasiliensis","Area_3","prey_30",33,33,100
"Geophagus_brasiliensis","Area_3","prey_31",33,33,100
"Geophagus_brasiliensis","Area_3","prey_32",33,33,100
"Geophagus_brasiliensis","Area_3","prey_33",33,33,100
"Geophagus_brasiliensis","Area_3","prey_34",33,33,100
"Geophagus_brasiliensis","Area_3","prey_35",33,33,100
"Geophagus_brasiliensis","Area_3","prey_36",33,33,100
"Geophagus_brasiliensis","Area_3","prey_37",33,33,100
"Geophagus_brasiliensis","Area_3","prey_38",33,33,100
"Geophagus_brasiliensis","Area_3","prey_39",33,33,100
"Geophagus_brasiliensis","Area_3","prey_4",33,33,100
"Geophagus_brasiliensis","Area_3","prey_40",33,33,100
"Geophagus_brasiliensis","Area_3","prey_41",33,33,100
"Geophagus_brasiliensis","Area_3","prey_42",33,33,100
"Geophagus_brasiliensis","Area_3","prey_43",33,33,100
"Geophagus_brasiliensis","Area_3","prey_44",33,33,100
"Geophagus_brasiliensis","Area_3","prey_45",33,33,100
"Geophagus_brasiliensis","Area_3","prey_46",33,33,100
"Geophagus_brasiliensis","Area_3","prey_47",33,33,100
"Geophagus_brasiliensis","Area_3","prey_48",33,33,100
"Geophagus_brasiliensis","Area_3","prey_49",33,33,100
"Geophagus_brasiliensis","Area_3","prey_5",33,33,100
"Geophagus_brasiliensis","Area_3","prey_50",33,33,100
"Geophagus_brasiliensis","Area_3","prey_51",33,33,100
"Geophagus_brasiliensis","Area_3","prey_52",33,33,100
"Geophagus_brasiliensis","Area_3","prey_53",33,33,100
"Geophagus_brasiliensis","Area_3","prey_54",33,33,100
"Geophagus_brasiliensis","Area_3","prey_55",33,33,100
"Geophagus_brasiliensis","Area_3","prey_56",33,33,100
"Geophagus_brasiliensis","Area_3","prey_57",33,33,100
"Geophagus_brasiliensis","Area_3","prey_58",33,33,100
"Geophagus_brasiliensis","Area_3","prey_59",33,33,100
"Geophagus_brasiliensis","Area_3","prey_6",33,33,100
"Geophagus_brasiliensis","Area_3","prey_60",33,33,100
"Geophagus_brasiliensis","Area_3","prey_7",33,33,100
"Geophagus_brasiliensis","Area_3","prey_8",33,33,100
"Geophagus_brasiliensis","Area_3","prey_9",33,33,100
"Geophagus_brasiliensis","Area_4","prey_1",24,24,100
"Geophagus_brasiliensis","Area_4","prey_10",24,24,100
"Geophagus_brasiliensis","Area_4","prey_11",24,24,100
"Geophagus_brasiliensis","Area_4","prey_12",24,24,100
"Geophagus_brasiliensis","Area_4","prey_13",24,24,100
"Geophagus_brasiliensis","Area_4","prey_14",24,24,100
"Geophagus_brasiliensis","Area_4","prey_15",24,24,100
"Geophagus_brasiliensis","Area_4","prey_16",24,24,100
"Geophagus_brasiliensis","Area_4","prey_17",24,24,100
"Geophagus_brasiliensis","Area_4","prey_18",24,24,100
"Geophagus_brasiliensis","Area_4","prey_19",24,24,100
"Geophagus_brasiliensis","Area_4","prey_2",24,24,100
"Geophagus_brasiliensis","Area_4","prey_20",24,24,100
"Geophagus_brasiliensis","Area_4","prey_21",24,24,100
"Geophagus_brasiliensis","Area_4","prey_22",24,24,100
"Geophagus_brasiliensis","Area_4","prey_23",24,24,100
"Geophagus_brasiliensis","Area_4","prey_24",24,24,100
"Geophagus_brasiliensis","Area_4","prey_25",24,24,100
"Geophagus_brasiliensis","Area_4","prey_26",24,24,100
"Geophagus_brasiliensis","Area_4","prey_27",24,24,100
"Geophagus_brasiliensis","Area_4","prey_28",24,24,100
"Geophagus_brasiliensis","Area_4","prey_29",24,24,100
"Geophagus_brasiliensis","Area_4","prey_3",24,24,100
"Geophagus_brasiliensis","Area_4","prey_30",24,24,100
"Geophagus_brasiliensis","Area_4","prey_31",24,24,100
"Geophagus_brasiliensis","Area_4","prey_32",24,24,100
"Geophagus_brasiliensis","Area_4","prey_33",24,24,100
"Geophagus_brasiliensis","Area_4","prey_34",24,24,100
"Geophagus_brasiliensis","Area_4","prey_35",24,24,100
"Geophagus_brasiliensis","Area_4","prey_36",24,24,100
"Geophagus_brasiliensis","Area_4","prey_37",24,24,100
"Geophagus_brasiliensis","Area_4","prey_38",24,24,100
"Geophagus_brasiliensis","Area_4","prey_39",24,24,100
"Geophagus_brasiliensis","Area_4","prey_4",24,24,100
"Geophagus_brasiliensis","Area_4","prey_40",24,24,100
"Geophagus_brasiliensis","Area_4","prey_41",24,24,100
"Geophagus_brasiliensis","Area_4","prey_42",24,24,100
"Geophagus_brasiliensis","Area_4","prey_43",24,24,100
"Geophagus_brasiliensis","Area_4","prey_44",24,24,100
"Geophagus_brasiliensis","Area_4","prey_45",24,24,100
"Geophagus_brasiliensis","Area_4","prey_46",24,24,100
"Geophagus_brasiliensis","Area_4","prey_47",24,24,100
"Geophagus_brasiliensis","Area_4","prey_48",24,24,100
"Geophagus_brasiliensis","Area_4","prey_49",24,24,100
"Geophagus_brasiliensis","Area_4","prey_5",24,24,100
"Geophagus_brasiliensis","Area_4","prey_50",24,24,100
"Geophagus_brasiliensis","Area_4","prey_51",24,24,100
"Geophagus_brasiliensis","Area_4","prey_52",24,24,100
"Geophagus_brasiliensis","Area_4","prey_53",24,24,100
"Geophagus_brasiliensis","Area_4","prey_54",24,24,100
"Geophagus_brasiliensis","Area_4","prey_55",24,24,100
"Geophagus_brasiliensis","Area_4","prey_56",24,24,100
"Geophagus_brasiliensis","Area_4","prey_57",24,24,100
"Geophagus_brasiliensis","Area_4","prey_58",24,24,100
"Geophagus_brasiliensis","Area_4","prey_59",24,24,100
"Geophagus_brasiliensis","Area_4","prey_6",24,24,100
"Geophagus_brasiliensis","Area_4","prey_60",24,24,100
"Geophagus_brasiliensis","Area_4","prey_7",24,24,100
"Geophagus_brasiliensis","Area_4","prey_8",24,24,100
"Geophagus_brasiliensis","Area_4","prey_9",24,24,100
"Hoplias_malabaricus","Area_1","prey_1",33,33,100
"Hoplias_malabaricus","Area_1","prey_10",33,33,100
"Hoplias_malabaricus","Area_1","prey_11",33,33,100
"Hoplias_malabaricus","Area_1","prey_12",33,33,100
"Hoplias_malabaricus","Area_1","prey_13",33,33,100
"Hoplias_malabaricus","Area_1","prey_14",33,33,100
"Hoplias_malabaricus","Area_1","prey_15",33,33,100
"Hoplias_malabaricus","Area_1","prey_16",33,33,100
"Hoplias_malabaricus","Area_1","prey_17",33,33,100
"Hoplias_malabaricus","Area_1","prey_18",33,33,100
"Hoplias_malabaricus","Area_1","prey_19",33,33,100
"Hoplias_malabaricus","Area_1","prey_2",33,33,100
"Hoplias_malabaricus","Area_1","prey_20",33,33,100
"Hoplias_malabaricus","Area_1","prey_21",33,33,100
"Hoplias_malabaricus","Area_1","prey_22",33,33,100
"Hoplias_malabaricus","Area_1","prey_23",33,33,100
"Hoplias_malabaricus","Area_1","prey_24",33,33,100
"Hoplias_malabaricus","Area_1","prey_25",33,33,100
"Hoplias_malabaricus","Area_1","prey_26",33,33,100
"Hoplias_malabaricus","Area_1","prey_27",33,33,100
"Hoplias_malabaricus","Area_1","prey_28",33,33,100
"Hoplias_malabaricus","Area_1","prey_29",33,33,100
"Hoplias_malabaricus","Area_1","prey_3",33,33,100
"Hoplias_malabaricus","Area_1","prey_30",33,33,100
"Hoplias_malabaricus","Area_1","prey_31",33,33,100
"Hoplias_malabaricus","Area_1","prey_32",33,33,100
"Hoplias_malabaricus","Area_1","prey_33",33,33,100
"Hoplias_malabaricus","Area_1","prey_34",33,33,100
"Hoplias_malabaricus","Area_1","prey_35",33,33,100
"Hoplias_malabaricus","Area_1","prey_36",33,33,100
"Hoplias_malabaricus","Area_1","prey_37",33,33,100
"Hoplias_malabaricus","Area_1","prey_38",33,33,100
"Hoplias_malabaricus","Area_1","prey_39",33,33,100
"Hoplias_malabaricus","Area_1","prey_4",33,33,100
"Hoplias_malabaricus","Area_1","prey_40",33,33,100
"Hoplias_malabaricus","Area_1","prey_41",33,33,100
"Hoplias_malabaricus","Area_1","prey_42",33,33,100
"Hoplias_malabaricus","Area_1","prey_43",33,33,100
"Hoplias_malabaricus","Area_1","prey_44",33,33,100
"Hoplias_malabaricus","Area_1","prey_45",33,33,100
"Hoplias_malabaricus","Area_1","prey_46",33,33,100
"Hoplias_malabaricus","Area_1","prey_47",33,33,100
"Hoplias_malabaricus","Area_1","prey_48",33,33,100
"Hoplias_malabaricus","Area_1","prey_49",33,33,100
"Hoplias_malabaricus","Area_1","prey_5",33,33,100
"Hoplias_malabaricus","Area_1","prey_50",33,33,100
"Hoplias_malabaricus","Area_1","prey_51",33,33,100
"Hoplias_malabaricus","Area_1","prey_52",33,33,100
"Hoplias_malabaricus","Area_1","prey_53",33,33,100
"Hoplias_malabaricus","Area_1","prey_54",33,33,100
"Hoplias_malabaricus","Area_1","prey_55",33,33,100
"Hoplias_malabaricus","Area_1","prey_56",33,33,100
"Hoplias_malabaricus","Area_1","prey_57",33,33,100
"Hoplias_malabaricus","Area_1","prey_58",33,33,100
"Hoplias_malabaricus","Area_1","prey_59",33,33,100
"Hoplias_malabaricus","Area_1","prey_6",33,33,100
"Hoplias_malabaricus","Area_1","prey_60",33,33,100
"Hoplias_malabaricus","Area_1","prey_7",33,33,100
"Hoplias_malabaricus","Area_1","prey_8",33,33,100
"Hoplias_malabaricus","Area_1","prey_9",33,33,100
"Hoplias_malabaricus","Area_2","prey_1",28,28,100
"Hoplias_malabaricus","Area_2","prey_10",28,28,100
"Hoplias_malabaricus","Area_2","prey_11",28,28,100
"Hoplias_malabaricus","Area_2","prey_12",28,28,100
"Hoplias_malabaricus","Area_2","prey_13",28,28,100
"Hoplias_malabaricus","Area_2","prey_14",28,28,100
"Hoplias_malabaricus","Area_2","prey_15",28,28,100
"Hoplias_malabaricus","Area_2","prey_16",28,28,100
"Hoplias_malabaricus","Area_2","prey_17",28,28,100
"Hoplias_malabaricus","Area_2","prey_18",28,28,100
"Hoplias_malabaricus","Area_2","prey_19",28,28,100
"Hoplias_malabaricus","Area_2","prey_2",28,28,100
"Hoplias_malabaricus","Area_2","prey_20",28,28,100
"Hoplias_malabaricus","Area_2","prey_21",28,28,100
"Hoplias_malabaricus","Area_2","prey_22",28,28,100
"Hoplias_malabaricus","Area_2","prey_23",28,28,100
"Hoplias_malabaricus","Area_2","prey_24",28,28,100
"Hoplias_malabaricus","Area_2","prey_25",28,28,100
"Hoplias_malabaricus","Area_2","prey_26",28,28,100
"Hoplias_malabaricus","Area_2","prey_27",28,28,100
"Hoplias_malabaricus","Area_2","prey_28",28,28,100
"Hoplias_malabaricus","Area_2","prey_29",28,28,100
"Hoplias_malabaricus","Area_2","prey_3",28,28,100
"Hoplias_malabaricus","Area_2","prey_30",28,28,100
"Hoplias_malabaricus","Area_2","prey_31",28,28,100
"Hoplias_malabaricus","Area_2","prey_32",28,28,100
"Hoplias_malabaricus","Area_2","prey_33",28,28,100
"Hoplias_malabaricus","Area_2","prey_34",28,28,100
"Hoplias_malabaricus","Area_2","prey_35",28,28,100
"Hoplias_malabaricus","Area_2","prey_36",28,28,100
"Hoplias_malabaricus","Area_2","prey_37",28,28,100
"Hoplias_malabaricus","Area_2","prey_38",28,28,100
"Hoplias_malabaricus","Area_2","prey_39",28,28,100
"Hoplias_malabaricus","Area_2","prey_4",28,28,100
"Hoplias_malabaricus","Area_2","prey_40",28,28,100
"Hoplias_malabaricus","Area_2","prey_41",28,28,100
"Hoplias_malabaricus","Area_2","prey_42",28,28,100
"Hoplias_malabaricus","Area_2","prey_43",28,28,100
"Hoplias_malabaricus","Area_2","prey_44",28,28,100
"Hoplias_malabaricus","Area_2","prey_45",28,28,100
"Hoplias_malabaricus","Area_2","prey_46",28,28,100
"Hoplias_malabaricus","Area_2","prey_47",28,28,100
"Hoplias_malabaricus","Area_2","prey_48",28,28,100
"Hoplias_malabaricus","Area_2","prey_49",28,28,100
"Hoplias_malabaricus","Area_2","prey_5",28,28,100
"Hoplias_malabaricus","Area_2","prey_50",28,28,100
"Hoplias_malabaricus","Area_2","prey_51",28,28,100
"Hoplias_malabaricus","Area_2","prey_52",28,28,100
"Hoplias_malabaricus","Area_2","prey_53",28,28,100
"Hoplias_malabaricus","Area_2","prey_54",28,28,100
"Hoplias_malabaricus","Area_2","prey_55",28,28,100
"Hoplias_malabaricus","Area_2","prey_56",28,28,100
"Hoplias_malabaricus","Area_2","prey_57",28,28,100
"Hoplias_malabaricus","Area_2","prey_58",28,28,100
"Hoplias_malabaricus","Area_2","prey_59",28,28,100
"Hoplias_malabaricus","Area_2","prey_6",28,28,100
"Hoplias_malabaricus","Area_2","prey_60",28,28,100
"Hoplias_malabaricus","Area_2","prey_7",28,28,100
"Hoplias_malabaricus","Area_2","prey_8",28,28,100
"Hoplias_malabaricus","Area_2","prey_9",28,28,100
"Hoplias_malabaricus","Area_3","prey_1",25,25,100
"Hoplias_malabaricus","Area_3","prey_10",25,25,100
"Hoplias_malabaricus","Area_3","prey_11",25,25,100
"Hoplias_malabaricus","Area_3","prey_12",25,25,100
"Hoplias_malabaricus","Area_3","prey_13",25,25,100
"Hoplias_malabaricus","Area_3","prey_14",25,25,100
"Hoplias_malabaricus","Area_3","prey_15",25,25,100
"Hoplias_malabaricus","Area_3","prey_16",25,25,100
"Hoplias_malabaricus","Area_3","prey_17",25,25,100
"Hoplias_malabaricus","Area_3","prey_18",25,25,100
"Hoplias_malabaricus","Area_3","prey_19",25,25,100
"Hoplias_malabaricus","Area_3","prey_2",25,25,100
"Hoplias_malabaricus","Area_3","prey_20",25,25,100
"Hoplias_malabaricus","Area_3","prey_21",25,25,100
"Hoplias_malabaricus","Area_3","prey_22",25,25,100
"Hoplias_malabaricus","Area_3","prey_23",25,25,100
"Hoplias_malabaricus","Area_3","prey_24",25,25,100
"Hoplias_malabaricus","Area_3","prey_25",25,25,100
"Hoplias_malabaricus","Area_3","prey_26",25,25,100
"Hoplias_malabaricus","Area_3","prey_27",25,25,100
"Hoplias_malabaricus","Area_3","prey_28",25,25,100
"Hoplias_malabaricus","Area_3","prey_29",25,25,100
"Hoplias_malabaricus","Area_3","prey_3",25,25,100
"Hoplias_malabaricus","Area_3","prey_30",25,25,100
"Hoplias_malabaricus","Area_3","prey_31",25,25,100
"Hoplias_malabaricus","Area_3","prey_32",25,25,100
"Hoplias_malabaricus","Area_3","prey_33",25,25,100
"Hoplias_malabaricus","Area_3","prey_34",25,25,100
"Hoplias_malabaricus","Area_3","prey_35",25,25,100
"Hoplias_malabaricus","Area_3","prey_36",25,25,100
"Hoplias_malabaricus","Area_3","prey_37",25,25,100
"Hoplias_malabaricus","Area_3","prey_38",25,25,100
"Hoplias_malabaricus","Area_3","prey_39",25,25,100
"Hoplias_malabaricus","Area_3","prey_4",25,25,100
"Hoplias_malabaricus","Area_3","prey_40",25,25,100
"Hoplias_malabaricus","Area_3","prey_41",25,25,100
"Hoplias_malabaricus","Area_3","prey_42",25,25,100
"Hoplias_malabaricus","Area_3","prey_43",25,25,100
"Hoplias_malabaricus","Area_3","prey_44",25,25,100
"Hoplias_malabaricus","Area_3","prey_45",25,25,100
"Hoplias_malabaricus","Area_3","prey_46",25,25,100
"Hoplias_malabaricus","Area_3","prey_47",25,25,100
"Hoplias_malabaricus","Area_3","prey_48",25,25,100
"Hoplias_malabaricus","Area_3","prey_49",25,25,100
"Hoplias_malabaricus","Area_3","prey_5",25,25,100
"Hoplias_malabaricus","Area_3","prey_50",25,25,100
"Hoplias_malabaricus","Area_3","prey_51",25,25,100
"Hoplias_malabaricus","Area_3","prey_52",25,25,100
"Hoplias_malabaricus","Area_3","prey_53",25,25,100
"Hoplias_malabaricus","Area_3","prey_54",25,25,100
"Hoplias_malabaricus","Area_3","prey_55",25,25,100
"Hoplias_malabaricus","Area_3","prey_56",25,25,100
"Hoplias_malabaricus","Area_3","prey_57",25,25,100
"Hoplias_malabaricus","Area_3","prey_58",25,25,100
"Hoplias_malabaricus","Area_3","prey_59",25,25,100
"Hoplias_malabaricus","Area_3","prey_6",25,25,100
"Hoplias_malabaricus","Area_3","prey_60",25,25,100
"Hoplias_malabaricus","Area_3","prey_7",25,25,100
"Hoplias_malabaricus","Area_3","prey_8",25,25,100
"Hoplias_malabaricus","Area_3","prey_9",25,25,100
"Hoplias_malabaricus","Area_4","prey_1",19,19,100
"Hoplias_malabaricus","Area_4","prey_10",19,19,100
"Hoplias_malabaricus","Area_4","prey_11",19,19,100
"Hoplias_malabaricus","Area_4","prey_12",19,19,100
"Hoplias_malabaricus","Area_4","prey_13",19,19,100
"Hoplias_malabaricus","Area_4","prey_14",19,19,100
"Hoplias_malabaricus","Area_4","prey_15",19,19,100
"Hoplias_malabaricus","Area_4","prey_16",19,19,100
"Hoplias_malabaricus","Area_4","prey_17",19,19,100
"Hoplias_malabaricus","Area_4","prey_18",19,19,100
"Hoplias_malabaricus","Area_4","prey_19",19,19,100
"Hoplias_malabaricus","Area_4","prey_2",19,19,100
"Hoplias_malabaricus","Area_4","prey_20",19,19,100
"Hoplias_malabaricus","Area_4","prey_21",19,19,100
"Hoplias_malabaricus","Area_4","prey_22",19,19,100
"Hoplias_malabaricus","Area_4","prey_23",19,19,100
"Hoplias_malabaricus","Area_4","prey_24",19,19,100
"Hoplias_malabaricus","Area_4","prey_25",19,19,100
"Hoplias_malabaricus","Area_4","prey_26",19,19,100
"Hoplias_malabaricus","Area_4","prey_27",19,19,100
"Hoplias_malabaricus","Area_4","prey_28",19,19,100
"Hoplias_malabaricus","Area_4","prey_29",19,19,100
"Hoplias_malabaricus","Area_4","prey_3",19,19,100
"Hoplias_malabaricus","Area_4","prey_30",19,19,100
"Hoplias_malabaricus","Area_4","prey_31",19,19,100
"Hoplias_malabaricus","Area_4","prey_32",19,19,100
"Hoplias_malabaricus","Area_4","prey_33",19,19,100
"Hoplias_malabaricus","Area_4","prey_34",19,19,100
"Hoplias_malabaricus","Area_4","prey_35",19,19,100
"Hoplias_malabaricus","Area_4","prey_36",19,19,100
"Hoplias_malabaricus","Area_4","prey_37",19,19,100
"Hoplias_malabaricus","Area_4","prey_38",19,19,100
"Hoplias_malabaricus","Area_4","prey_39",19,19,100
"Hoplias_malabaricus","Area_4","prey_4",19,19,100
"Hoplias_malabaricus","Area_4","prey_40",19,19,100
"Hoplias_malabaricus","Area_4","prey_41",19,19,100
"Hoplias_malabaricus","Area_4","prey_42",19,19,100
"Hoplias_malabaricus","Area_4","prey_43",19,19,100
"Hoplias_malabaricus","Area_4","prey_44",19,19,100
"Hoplias_malabaricus","Area_4","prey_45",19,19,100
"Hoplias_malabaricus","Area_4","prey_46",19,19,100
"Hoplias_malabaricus","Area_4","prey_47",19,19,100
"Hoplias_malabaricus","Area_4","prey_48",19,19,100
"Hoplias_malabaricus","Area_4","prey_49",19,19,100
"Hoplias_malabaricus","Area_4","prey_5",19,19,100
"Hoplias_malabaricus","Area_4","prey_50",19,19,100
"Hoplias_malabaricus","Area_4","prey_51",19,19,100
"Hoplias_malabaricus","Area_4","prey_52",19,19,100
"Hoplias_malabaricus","Area_4","prey_53",19,19,100
"Hoplias_malabaricus","Area_4","prey_54",19,19,100
"Hoplias_malabaricus","Area_4","prey_55",19,19,100
"Hoplias_malabaricus","Area_4","prey_56",19,19,100
"Hoplias_malabaricus","Area_4","prey_57",19,19,100
"Hoplias_malabaricus","Area_4","prey_58",19,19,100
"Hoplias_malabaricus","Area_4","prey_59",19,19,100
"Hoplias_malabaricus","Area_4","prey_6",19,19,100
"Hoplias_malabaricus","Area_4","prey_60",19,19,100
"Hoplias_malabaricus","Area_4","prey_7",19,19,100
"Hoplias_malabaricus","Area_4","prey_8",19,19,100
"Hoplias_malabaricus","Area_4","prey_9",19,19,100
